Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
640000,27.888790,31.654009,30.179238,33.319153,31.103546,34.728559,29.340880,31.845108,31.904744,34.540974,36.114014,34.924776,36.403207,35.259934,36.430600,35.673630,36.352144,36.770813,35.978735,37.617816,36.660302,37.446132,36.445357,37.814189,36.674585,37.292611,37.680363,41.150616,41.857053,41.695896,42.389347,41.256970,41.629770,41.928668,42.865294,42.256841
1280000,28.496923,32.696307,31.123859,34.453499,31.683174,35.937536,30.003912,32.680878,32.650600,35.032272,36.875629,35.568812,37.300584,35.993744,37.583880,36.198729,37.010931,37.726109,37.277578,39.308059,38.369139,39.228323,38.095787,40.031227,38.205099,39.162615,39.883151,41.842072,43.047813,42.686334,43.953363,42.479004,43.547355,43.209845,44.070991,43.527780
1920000,28.625837,33.302684,31.201239,35.134619,32.065896,36.612985,30.008898,33.066805,33.014102,35.134021,37.399018,35.710811,38.334335,36.517965,38.763999,36.425290,37.404899,38.275447,37.583995,39.901713,38.596487,39.784312,38.430666,40.783387,38.420983,39.447620,40.230437,43.457096,44.640331,44.268926,45.244419,43.028750,45.028641,44.615004,45.558740,44.665976
2560000,28.978367,33.722100,31.836390,35.524727,32.375102,37.177372,30.383829,33.382783,33.406941,35.271555,37.782911,36.218216,38.850595,36.919692,39.290056,36.678809,37.811179,38.663494,37.816694,40.459032,39.209581,40.460675,38.971663,41.427555,39.005573,39.980288,40.797244,43.926979,45.311913,44.869951,45.910181,43.748745,45.581912,44.933773,46.151232,45.346329
3200000,29.085728,34.125599,32.034626,35.900526,32.660606,37.573989,30.580938,33.567997,33.710575,35.374149,38.322562,36.464960,39.459360,37.222067,39.923618,37.020317,38.084731,38.921297,38.215075,40.618366,39.499372,40.990660,39.350804,42.191060,39.095313,40.420005,41.226347,44.104870,45.695449,44.747407,46.125780,43.595657,45.884253,45.014346,46.176677,45.386733
3840000,29.257409,34.372598,32.332219,36.216836,32.989222,38.086676,30.560839,33.784201,33.858178,35.370792,38.355856,36.477934,39.620842,37.355565,40.189276,37.004548,38.238493,39.111651,38.053384,40.567673,39.558749,41.179420,39.466572,42.612405,39.076810,40.487188,41.326937,44.141735,45.997684,45.323108,46.607904,43.767378,46.254395,45.223167,46.535904,45.671843
4480000,29.488445,34.818692,32.592842,36.552044,33.204783,38.314899,30.981099,34.181358,34.173804,35.860714,38.956425,36.993206,40.539483,37.908172,40.858171,37.497478,38.724029,39.624002,38.573624,41.423269,40.243160,42.069105,40.137613,43.362011,39.791810,41.081435,41.899828,44.909301,46.880062,46.155031,47.537620,44.606256,47.311047,46.100057,47.411570,46.524510
5120000,29.366904,34.794119,32.601949,36.645875,33.220016,38.406087,30.852805,34.034526,34.261735,35.627335,38.806035,36.897573,40.241259,37.807328,40.733659,37.413386,38.613374,39.432765,38.361972,41.093166,40.005404,41.754872,39.970865,43.152726,39.422273,40.816201,41.621813,44.470626,46.467689,45.809196,47.215954,44.346944,46.924660,45.674891,46.792165,46.292314
5760000,29.319333,34.879399,32.218042,36.795159,33.180341,38.411773,30.801614,34.078973,34.231749,35.527572,38.723953,36.968601,40.469185,37.986295,40.959482,37.314914,38.679264,39.581318,38.274857,41.080280,40.047418,41.850769,39.956068,43.307928,39.450918,40.854652,41.686948,44.556864,46.613649,45.744498,47.315001,44.430802,47.103172,45.662065,47.073721,46.408685
6400000,29.580893,35.206769,32.349185,37.201650,33.508998,38.876296,31.041331,34.286933,34.449849,35.888031,39.089884,37.066528,40.842010,38.174261,41.263383,37.556863,38.915303,39.713148,38.446607,41.426161,40.345012,42.270015,40.326089,43.794911,39.750218,41.132197,42.078720,44.701084,46.777595,45.979449,47.711302,44.717364,47.550475,45.920775,47.334687,46.700809
12800000,29.864181,36.252201,33.442969,38.254292,34.277319,40.148642,31.458323,35.318022,35.421206,36.307113,40.156971,37.913442,42.186507,39.231117,42.839469,37.981861,39.557723,40.712367,39.015398,43.362986,41.206243,43.625055,41.120813,45.219413,40.295967,41.978020,42.904065,45.439805,48.189346,46.803311,49.113848,45.787060,49.038862,46.954285,48.311213,47.752661
19200000,30.282745,36.831885,33.793162,39.033157,34.620439,40.869508,31.577890,35.423186,35.879539,36.533628,40.878727,38.247788,42.900126,39.600819,43.358753,38.219362,40.118605,41.106994,39.280524,43.006949,41.639381,44.464784,41.624126,46.117883,40.617345,42.407445,43.432995,45.901135,48.780193,47.582852,50.123270,46.775844,50.167683,47.457103,49.245328,48.775329
25600000,30.243914,37.075163,34.033643,39.555718,34.880796,41.472582,31.891788,35.613234,36.159755,36.682959,41.237378,38.519161,43.393408,39.871111,43.805946,38.342510,40.352321,41.672326,39.356598,43.323688,41.895594,44.830034,41.891347,46.661717,40.931572,42.586321,43.712973,45.975672,49.056071,47.998012,50.678053,47.420522,50.740354,47.599175,49.404755,49.309505
32000000,30.507571,37.511154,34.188459,40.254914,35.130783,42.042886,31.847763,35.938386,36.411349,36.743239,41.763612,38.678103,43.717962,40.204410,44.393838,38.582504,40.480188,41.718604,39.479523,43.694697,42.277089,45.271432,42.087170,47.156565,40.814570,42.874417,43.961163,46.281695,49.617623,48.264069,51.146163,47.968845,51.555345,47.878372,49.884472,50.117590
38400000,30.637297,37.740326,34.597639,40.266621,35.376068,42.020761,32.082192,36.058279,36.531540,36.937805,41.855984,38.992204,43.981746,40.416905,44.416645,38.625080,40.695657,41.851727,39.588050,43.998652,42.611950,45.735961,42.316708,47.495798,41.149962,43.257114,44.196686,46.607371,50.242961,48.665304,51.519151,48.557156,52.022133,48.150829,50.337516,50.280043
44800000,30.620530,37.817101,34.468273,40.512478,35.386193,42.338444,31.992084,36.135509,36.678914,36.821468,41.788869,38.920658,44.048582,40.524226,44.701488,38.500802,40.680922,42.172547,39.562076,43.920043,42.543520,45.562494,42.348719,47.617654,41.092826,43.051078,44.338853,46.581677,49.894403,48.590333,51.644108,48.587239,52.244064,47.980912,50.281348,50.394405
51200000,30.683813,38.011840,34.768473,40.740996,35.646649,42.563557,32.242534,36.398914,36.813322,36.904659,42.321186,39.186135,44.554396,40.720550,44.973656,39.036915,40.934179,42.282058,39.918002,44.282795,42.814723,46.056684,42.584855,47.948633,41.223065,43.287714,44.551818,46.875098,50.371687,49.121457,52.147159,49.169672,52.871226,48.282779,50.811388,51.099348
57600000,30.780619,38.152088,34.878615,41.105481,35.751795,42.882041,32.210285,36.501234,37.076316,37.165239,42.310387,39.188439,44.757546,40.914356,45.162514,38.665508,40.944006,42.364689,39.735900,44.303513,42.802535,46.014283,42.596611,48.105302,41.049866,43.234418,44.752048,46.742283,50.350260,48.961713,52.181116,49.153460,53.084489,48.147876,50.623443,50.921438
64000000,30.784404,38.371402,34.939955,41.182830,35.973930,43.851091,32.311555,36.707899,37.181397,37.040070,42.638124,39.551418,44.885110,41.433066,45.589530,38.820651,41.261305,42.687158,39.772474,44.648188,43.148257,46.511026,43.074665,48.559791,41.657894,43.512197,44.952474,46.978208,50.896843,49.477180,52.710404,49.495909,53.199947,48.519510,51.124048,51.204255
128000000,31.491896,39.431305,35.830481,42.473946,36.907667,44.513790,32.863373,37.429883,38.128799,37.716819,43.831208,40.324544,46.500435,42.319670,47.033328,39.380677,42.002391,43.612786,40.480245,46.665361,43.954886,47.957144,44.106105,49.947231,41.900923,44.490985,46.138652,47.650658,52.216170,50.325101,54.016479,50.937185,55.167563,49.226687,52.077606,52.647089
192000000,31.579475,39.938991,36.395692,44.019212,37.535970,45.226420,32.989661,37.789053,38.773033,37.906208,44.203341,40.569545,46.784308,42.662950,47.512729,39.681922,42.373952,44.047540,40.908447,46.317546,44.489339,48.752676,45.013646,50.688935,42.355425,45.038894,46.805450,48.698677,53.107997,51.632460,55.503221,52.544208,56.790744,50.263510,53.439076,54.583324
256000000,31.950553,40.546328,36.820559,43.901292,38.178474,46.483556,33.381345,38.361602,39.279186,38.406880,44.910851,41.143347,47.781691,43.286300,48.462321,39.903836,42.841451,44.646971,41.452367,47.132061,45.276050,49.925352,45.652995,51.876721,42.962960,45.965392,47.783629,49.465632,53.978946,52.270727,56.518217,53.263929,57.770228,51.118840,54.119514,55.357471
320000000,32.100832,40.733235,37.084938,44.276625,38.758506,46.767018,34.709762,39.918166,40.963852,38.526133,45.132174,41.375224,48.113224,43.496908,48.757429,40.203696,43.179701,44.902390,41.790553,47.498896,45.456289,50.165884,45.936096,52.060106,43.221356,46.205920,48.070539,50.016956,54.514708,52.960022,56.930289,53.854084,58.130663,51.682730,54.700218,56.115197
384000000,32.152946,41.098997,37.414283,44.566549,39.230920,46.832294,36.144435,41.579351,42.529205,38.672417,45.293495,41.522889,48.409246,43.770909,48.898582,40.182957,43.233827,45.243307,41.974510,47.737571,45.729485,50.550457,46.342860,52.536525,43.392672,46.629660,48.428984,50.393104,54.832709,53.282292,57.695773,54.304084,58.993242,52.107361,55.090702,56.752865
448000000,32.281762,41.654174,37.576596,44.929201,39.484964,47.186917,36.972954,42.631657,43.621448,38.793284,45.632310,41.694518,48.929655,44.075774,49.295819,40.334870,43.721479,45.422939,42.172040,48.067465,45.969755,50.968839,46.631247,52.807570,43.584987,46.798121,48.839655,50.682474,55.249097,53.740742,57.995258,54.661054,59.356028,52.520778,55.247911,57.137844
512000000,32.585101,41.702511,38.041740,45.345750,39.983346,47.728960,37.470349,43.111329,44.192519,38.980606,45.982715,41.996793,49.283846,44.477884,49.732798,40.566329,43.762281,45.729746,42.502489,48.548962,46.315104,51.487954,46.974857,53.502202,43.805152,47.089657,49.218973,50.880191,55.638459,53.900255,58.452326,55.111775,59.810397,52.611402,56.017594,57.778213
576000000,32.619306,41.993648,38.072534,45.949517,40.256196,48.018678,37.569220,43.148164,44.379494,39.205020,46.334727,42.156135,49.553954,44.641643,50.015746,40.715638,44.025780,45.920686,42.552416,48.827260,46.436422,51.808161,47.137336,53.602468,43.986372,47.326861,49.597964,51.162024,56.132050,54.520764,58.852632,55.246977,60.110791,52.864833,55.951734,57.995314
640000000,32.720618,43.579454,38.270820,45.772580,40.315678,48.176386,37.359804,42.973270,44.089121,39.397802,46.251996,42.234835,49.608680,44.743157,50.148035,40.899109,43.972676,45.981317,42.674712,48.853775,46.560179,52.080150,47.304145,53.680680,44.091353,47.386808,49.595699,51.363369,56.128875,54.352507,58.954604,55.592196,60.611274,53.197482,56.036764,58.257952
1280000000,33.429426,43.959920,39.709906,47.321006,42.429210,51.108069,38.733137,44.842794,45.863888,39.954660,47.483473,43.189699,51.105727,45.952699,51.526241,41.374939,45.053178,47.187976,43.262202,50.196553,47.613160,53.387194,48.477990,55.262973,44.820950,48.475810,50.885244,52.050604,57.711007,55.910695,60.404957,56.861628,61.863662,53.847934,57.329565,59.697096
1920000000,43.479626,52.856581,40.888082,48.664567,43.242675,51.733867,46.224810,46.992891,50.559284,40.246356,48.291656,43.808353,51.976338,46.819358,52.613428,41.805335,45.824643,47.970713,43.659855,50.974137,48.144173,55.694133,49.443454,56.275392,45.204723,49.176854,51.761436,52.191323,58.491408,56.010943,61.450755,57.829482,63.350376,55.218486,57.882151,60.816374
2560000000,50.391181,63.015307,42.272849,50.781004,44.831955,52.964003,61.344765,49.377142,49.829841,41.037165,50.395739,44.227207,53.171812,47.489837,53.234793,43.502992,46.353090,48.898475,45.873604,51.581304,48.993312,55.714223,50.860641,56.839098,45.685816,49.634759,52.316903,52.516648,59.228426,57.020524,62.069031,59.329442,63.565869,54.494691,59.239878,61.134480
3200000000,61.607503,75.684016,47.213014,55.541452,47.853190,56.946761,77.517210,52.749907,54.450131,42.510384,51.921442,46.525088,54.620305,52.057501,56.582333,43.961557,49.150064,51.492185,46.907176,55.167753,52.421233,59.367956,53.555247,57.947973,46.537958,52.380677,54.760526,55.272023,61.731501,60.010365,67.759736,61.888126,67.121843,56.557478,59.006799,64.683278
3840000000,67.650502,83.828781,53.249915,57.549430,52.590581,61.151098,84.638452,57.412475,59.874396,47.862869,54.288934,49.650342,58.924407,52.068054,60.063778,47.594324,52.403121,51.547859,51.471000,56.427154,52.693792,58.798501,54.933256,62.741839,51.941927,53.347593,58.537808,60.038569,67.143471,64.181025,70.323483,65.860874,72.893813,62.045112,64.352397,66.815003
4480000000,73.244823,89.573694,58.173899,65.059303,57.177116,64.742455,93.351681,63.464433,65.645301,52.013065,60.205115,55.689666,62.675174,58.958396,66.155630,53.569358,57.665347,61.108592,58.698428,64.159673,61.112637,65.467138,65.001055,68.787122,57.453084,62.726620,67.162264,67.234044,74.287227,71.533135,77.417010,72.988570,79.201439,68.755052,74.790914,75.983093
5120000000,75.838068,93.368104,62.812421,69.495282,64.615169,71.019779,97.595331,68.899998,71.458591,57.748052,66.128728,59.842841,68.386073,64.445039,68.966907,61.627275,62.901099,66.223631,62.288534,71.076842,69.472453,74.973854,70.136302,74.820542,64.960023,70.089890,71.224943,73.672666,83.889882,79.698615,84.621945,79.854676,86.311037,76.321297,79.279564,83.177484
5760000000,79.724009,97.346315,67.605713,75.005929,68.554117,76.408957,102.012561,74.328979,75.166619,61.789149,70.625786,64.820620,73.139777,68.766507,73.882499,68.297347,69.207048,73.184330,69.415239,77.598355,73.006891,80.947759,75.968872,82.596766,70.920448,76.019175,76.927657,81.377529,88.763112,86.515207,90.703115,88.155530,92.255467,84.019732,86.901364,91.718767
6400000000,81.483854,99.470791,71.592140,78.876289,72.146258,81.172897,104.316039,78.707663,79.771499,66.206627,77.300054,69.918656,77.030284,73.248468,78.319830,73.317348,74.066033,77.817951,72.196630,81.688890,76.712803,84.526826,79.303608,85.713038,75.582406,78.785078,82.208615,84.992418,92.890240,89.396090,96.059874,91.701617,97.871995,88.090771,92.105254,94.869928
12800000000,93.107871,112.590418,92.530336,100.305452,93.329962,101.362613,119.138899,100.609884,101.755585,84.644428,94.850511,89.453683,97.071657,94.322467,98.859481,93.170970,94.954280,99.117819,92.522048,101.645855,97.422015,105.161871,100.976192,106.456357,99.040763,102.530406,105.844424,106.814245,115.117018,111.853382,118.723506,114.974987,120.465411,109.515401,114.666729,117.946174
19200000000,95.443699,117.490967,100.272518,109.181746,101.052254,109.725569,124.959370,109.510794,109.878251,91.200212,102.143103,96.339352,104.322217,101.049323,106.302567,101.368926,103.204155,107.218657,99.239336,108.783986,104.416505,112.205680,108.282459,113.667812,106.710108,110.573024,113.761138,113.812851,122.228073,119.092144,126.098905,125.773175,128.030655,117.376045,122.579041,128.269211
25600000000,101.040736,122.288608,107.396612,115.418655,109.000695,116.327145,129.954124,115.609931,116.720959,95.913293,106.978694,101.023529,109.018968,105.885507,111.054642,105.817674,107.762276,112.393577,104.072472,113.514189,109.093443,117.067605,113.403349,118.715864,111.153310,114.336090,118.171118,119.484089,127.468997,123.951870,131.122111,127.807782,133.076047,124.028025,128.867474,132.818388
32000000000,103.086062,124.324012,111.037377,118.552528,112.959498,119.258951,132.332593,119.143143,121.314597,98.107120,109.325598,102.825912,111.262158,111.330896,113.290807,108.591308,110.294665,116.159969,105.607051,115.853567,111.171935,119.281639,115.549646,121.047710,114.424781,117.222448,121.435406,120.686709,129.243622,125.616526,133.114338,129.820026,138.094001,126.647602,131.361009,135.612325
38400000000,103.073584,126.745215,114.581936,121.769609,120.668001,121.890052,134.855655,122.783594,125.922862,99.720949,111.819497,105.027202,113.500866,110.123563,115.557502,111.502969,112.712611,117.524860,107.655729,118.129224,113.271042,121.484522,117.545108,122.980484,116.318025,119.389283,123.312457,122.874657,131.083477,127.477738,135.199724,132.165948,137.148759,128.810011,133.216036,137.445208
44800000000,104.946121,127.049568,116.346409,122.753776,125.684643,123.361522,135.607653,123.775052,128.112554,100.346273,113.056583,106.342804,114.048092,110.930146,116.422862,111.967816,112.918449,117.408861,107.879423,123.696272,113.588559,121.895988,117.844442,123.473742,115.886716,119.618445,124.051837,122.760827,131.825954,129.457445,135.605463,132.477788,137.887227,128.392759,133.119947,137.618472
51200000000,107.502686,129.156687,120.426214,125.307810,131.664866,125.336707,136.965975,126.694732,130.668124,102.499827,115.278746,107.246537,115.400273,112.582171,117.618015,114.533357,114.991070,119.299623,109.759871,122.095885,114.992534,123.429870,121.032900,125.355014,118.651987,121.923122,125.637175,125.081148,133.557808,129.574339,137.806273,134.329504,139.406798,130.938329,134.435243,139.014834
57600000000,113.454695,131.508679,124.427659,127.098090,138.566389,127.532248,139.651670,128.533068,133.859645,105.231941,117.040126,109.568120,117.217560,114.070529,119.519264,116.542594,115.982499,120.679830,111.703008,122.787166,116.988662,125.644325,121.521700,127.154507,121.502670,123.769375,127.844186,126.575256,135.819215,131.497281,139.511360,136.542686,141.551288,131.935510,136.839342,141.398936
64000000000,117.429154,132.658449,125.143091,128.970009,140.610842,129.255865,140.805748,130.499483,136.728536,106.247806,118.119870,109.320405,118.353905,114.955246,120.292430,118.470742,117.092253,122.103929,112.562214,123.913687,117.322499,126.052846,122.169267,127.749651,121.706753,124.380558,128.607990,126.931216,136.138033,131.722749,139.690378,137.026348,141.972220,133.624436,137.562386,142.077025
