Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[26]byte,fixed[26]bit,fixed[32]byte,fixed[32]bit
360,1.438194,1.471528,1.438194,1.471528,1.438194,1.471528,1.465972,1.465972,1.465972,1.465972
370,1.399324,1.431757,1.399324,1.431757,1.399324,1.431757,1.426351,1.426351,1.426351,1.426351
380,1.362500,1.394079,1.362500,1.394079,1.362500,1.394079,1.388816,1.388816,1.388816,1.388816
390,1.327564,1.358333,1.327564,1.358333,1.327564,1.358333,1.353205,1.353205,1.353205,1.353205
400,1.294375,1.324375,1.294375,1.324375,1.294375,1.324375,1.319375,1.319375,1.319375,1.319375
410,1.262805,1.292073,1.262805,1.292073,1.262805,1.292073,1.287195,1.287195,1.287195,1.287195
420,1.232738,1.261310,1.232738,1.261310,1.232738,1.261310,1.256548,1.256548,1.256548,1.256548
430,1.204070,1.231977,1.204070,1.231977,1.204070,1.231977,1.227326,1.227326,1.227326,1.227326
440,1.176705,1.203977,1.176705,1.203977,1.176705,1.203977,1.199432,1.199432,1.199432,1.199432
450,1.150556,1.177222,1.150556,1.177222,1.150556,1.177222,1.172778,1.172778,1.172778,1.172778
460,1.125543,1.151630,1.125543,1.151630,1.125543,1.151630,1.147283,1.147283,1.147283,1.147283
470,1.101596,1.127128,1.101596,1.127128,1.101596,1.127128,1.122872,1.122872,1.122872,1.122872
480,1.078646,1.103646,1.078646,1.103646,1.078646,1.103646,1.099479,1.099479,1.099479,1.099479
490,1.056633,1.081122,1.056633,1.081122,1.056633,1.081122,1.077041,1.077041,1.077041,1.077041
500,1.035500,1.059500,1.035500,1.059500,1.035500,1.059500,1.055500,1.055500,1.055500,1.055500
510,1.015196,1.038725,1.015196,1.038725,1.015196,1.038725,1.034804,1.034804,1.034804,1.034804
520,1.980288,2.005288,0.995673,1.020673,0.995673,1.020673,1.014904,1.014904,1.014904,1.014904
530,1.942925,1.967453,0.976887,1.001415,0.976887,1.001415,0.995755,0.995755,0.995755,0.995755
540,1.906944,1.931019,0.958796,0.982870,0.958796,0.982870,0.977315,0.977315,0.977315,0.977315
550,1.872273,1.895909,0.941364,0.965000,0.941364,0.965000,0.959545,0.959545,0.959545,0.959545
560,1.838839,1.862054,0.924554,0.947768,0.924554,0.947768,0.942411,0.942411,0.942411,0.942411
570,1.806579,1.829386,0.908333,0.931140,0.908333,0.931140,0.925877,0.925877,0.925877,0.925877
580,1.775431,1.797845,0.892672,0.915086,0.892672,0.915086,0.909914,0.909914,0.909914,0.909914
590,1.745339,1.767373,0.877542,0.899576,0.877542,0.899576,0.894492,0.894492,0.894492,0.894492
600,1.716250,1.737917,0.862917,0.884583,0.862917,0.884583,0.879583,0.879583,0.879583,0.879583
610,1.688115,1.709426,0.848770,0.870082,0.848770,0.870082,0.865164,0.865164,0.865164,0.865164
620,1.660887,1.681855,0.835081,0.856048,0.835081,0.856048,0.851210,0.851210,0.851210,0.851210
630,1.634524,1.655159,0.821825,0.842460,0.821825,0.842460,0.837698,0.837698,0.837698,0.837698
640,1.608984,1.629297,0.808984,0.829297,0.808984,0.829297,0.824609,0.824609,0.824609,0.824609
650,1.584231,1.604231,0.796538,0.816538,0.796538,0.816538,0.811923,0.811923,0.811923,0.811923
660,1.560227,1.579924,0.784470,0.804167,0.784470,0.804167,0.799621,0.799621,0.799621,0.799621
670,1.536940,1.556343,0.772761,0.792164,0.772761,0.792164,0.787687,0.787687,0.787687,0.787687
680,1.514338,1.533456,0.761397,0.780515,0.761397,0.780515,0.776103,0.776103,0.776103,0.776103
690,1.492391,1.511232,0.750362,0.769203,0.750362,0.769203,0.764855,0.764855,0.764855,0.764855
700,1.471071,1.489643,0.739643,0.758214,0.739643,0.758214,0.753929,0.753929,0.753929,0.753929
710,1.450352,1.468662,0.729225,0.747535,0.729225,0.747535,0.743310,0.743310,0.743310,0.743310
720,1.430208,1.448264,0.719097,0.737153,0.719097,0.737153,0.732986,0.732986,0.732986,0.732986
730,1.410616,1.428425,0.709247,0.727055,0.709247,0.727055,0.722945,0.722945,0.722945,0.722945
740,1.391554,1.409122,0.699662,0.717230,0.699662,0.717230,0.713176,0.713176,0.713176,0.713176
750,1.373000,1.390333,0.690333,0.707667,0.690333,0.707667,0.703667,0.703667,0.703667,0.703667
760,1.354934,1.372039,0.681250,0.698355,0.681250,0.698355,0.694408,0.694408,0.694408,0.694408
770,1.337338,1.354221,0.672403,0.689286,0.672403,0.689286,0.685390,0.685390,0.685390,0.685390
780,1.320192,1.336859,0.663782,0.680449,0.663782,0.680449,0.676603,0.676603,0.676603,0.676603
790,1.303481,1.319937,0.655380,0.671835,0.655380,0.671835,0.668038,0.668038,0.668038,0.668038
800,1.287187,1.303438,0.647188,0.663438,0.647188,0.663438,0.659687,0.659687,0.659687,0.659687
810,1.271296,1.287346,0.639198,0.655247,0.639198,0.655247,0.651543,0.651543,0.651543,0.651543
820,1.255793,1.271646,0.631402,0.647256,0.631402,0.647256,0.643598,0.643598,0.643598,0.643598
830,1.240663,1.256325,0.623795,0.639458,0.623795,0.639458,0.635843,0.635843,0.635843,0.635843
840,1.225893,1.241369,0.616369,0.631845,0.616369,0.631845,0.628274,0.628274,0.628274,0.628274
850,1.211471,1.226765,0.609118,0.624412,0.609118,0.624412,0.620882,0.620882,0.620882,0.620882
860,1.197384,1.212500,0.602035,0.617151,0.602035,0.617151,0.613663,0.613663,0.613663,0.613663
870,1.183621,1.198563,0.595115,0.610057,0.595115,0.610057,0.606609,0.606609,0.606609,0.606609
880,1.170170,1.184943,0.588352,0.603125,0.588352,0.603125,0.599716,0.599716,0.599716,0.599716
890,1.157022,1.171629,0.581742,0.596348,0.581742,0.596348,0.592978,0.592978,0.592978,0.592978
900,1.144167,1.158611,0.575278,0.589722,0.575278,0.589722,0.586389,0.586389,0.586389,0.586389
910,1.131593,1.145879,0.568956,0.583242,0.568956,0.583242,0.579945,0.579945,0.579945,0.579945
920,1.119293,1.133424,0.562772,0.576902,0.562772,0.576902,0.573641,0.573641,0.573641,0.573641
930,1.107258,1.121237,0.556720,0.570699,0.556720,0.570699,0.567473,0.567473,0.567473,0.567473
940,1.095479,1.109309,0.550798,0.564628,0.550798,0.564628,0.561436,0.561436,0.561436,0.561436
950,1.083947,1.097632,0.545000,0.558684,0.545000,0.558684,0.555526,0.555526,0.555526,0.555526
960,1.072656,1.086198,0.539323,0.552865,0.539323,0.552865,0.549740,0.549740,0.549740,0.549740
970,1.061598,1.075000,0.533763,0.547165,0.533763,0.547165,0.544072,0.544072,0.544072,0.544072
980,1.050765,1.064031,0.528316,0.541582,0.528316,0.541582,0.538520,0.538520,0.538520,0.538520
990,1.040152,1.053283,0.522980,0.536111,0.522980,0.536111,0.533081,0.533081,0.533081,0.533081
1000,1.029750,1.042750,0.517750,0.530750,0.517750,0.530750,0.527750,0.527750,0.527750,0.527750
1200,1.284792,1.296458,0.431458,0.443125,0.431458,0.443125,0.439792,0.439792,0.439792,0.439792
1400,1.101250,1.111250,0.369821,0.379821,0.369821,0.379821,0.376964,0.376964,0.376964,0.376964
1600,1.283594,1.292344,0.323594,0.332344,0.323594,0.332344,0.329844,0.329844,0.329844,0.329844
1800,1.140972,1.148750,0.287639,0.295417,0.287639,0.295417,0.293194,0.293194,0.293194,0.293194
2000,1.026875,1.033875,0.258875,0.265875,0.258875,0.265875,0.263875,0.263875,0.263875,0.263875
2200,1.166250,1.173068,0.235341,0.242159,0.235341,0.242159,0.239886,0.239886,0.239886,0.239886
2400,1.069063,1.075312,0.215729,0.221979,0.215729,0.221979,0.219896,0.219896,0.219896,0.219896
2600,1.183750,1.189519,0.199135,0.204904,0.199135,0.204904,0.202981,0.202981,0.202981,0.202981
2800,1.099196,1.104554,0.184911,0.190268,0.184911,0.190268,0.188482,0.188482,0.188482,0.188482
3000,1.025917,1.030917,0.172583,0.177583,0.172583,0.177583,0.175917,0.175917,0.175917,0.175917
3200,1.121797,1.126484,0.161797,0.166484,0.161797,0.166484,0.164922,0.164922,0.164922,0.164922
3400,1.055809,1.060221,0.302868,0.307279,0.152279,0.156691,0.305809,0.155221,0.305809,0.155221
3600,1.139375,1.143542,0.286042,0.290208,0.143819,0.147986,0.288819,0.146597,0.288819,0.146597
3800,1.079408,1.083355,0.270987,0.274934,0.136250,0.140197,0.273618,0.138882,0.273618,0.138882
4000,1.025438,1.029187,0.257437,0.261188,0.129438,0.133187,0.259937,0.131938,0.259937,0.131938
4200,1.098512,1.102321,0.245179,0.248988,0.245179,0.248988,0.247560,0.247560,0.247560,0.247560
4400,1.048580,1.052216,0.234034,0.237670,0.234034,0.237670,0.236307,0.236307,0.236307,0.236307
4600,1.002989,1.006467,0.223859,0.227337,0.223859,0.227337,0.226033,0.226033,0.226033,0.226033
4800,1.067865,1.071198,0.214531,0.217865,0.214531,0.217865,0.216615,0.216615,0.216615,0.216615
5000,1.025150,1.028350,0.205950,0.209150,0.205950,0.209150,0.207950,0.207950,0.207950,0.207950
5200,1.084183,1.087260,0.198029,0.201106,0.198029,0.201106,0.199952,0.199952,0.199952,0.199952
5400,1.044028,1.046991,0.190694,0.193657,0.190694,0.193657,0.192546,0.192546,0.192546,0.192546
5600,1.006741,1.009598,0.183884,0.186741,0.183884,0.186741,0.185670,0.185670,0.185670,0.185670
5800,1.060302,1.063060,0.177543,0.180302,0.177543,0.180302,0.179267,0.179267,0.179267,0.179267
6000,1.024958,1.027625,0.171625,0.174292,0.171625,0.174292,0.173292,0.173292,0.173292,0.173292
6200,1.074476,1.077056,0.166089,0.168669,0.166089,0.168669,0.167702,0.167702,0.167702,0.167702
6400,1.040898,1.043398,0.160898,0.163398,0.160898,0.163398,0.162461,0.162461,0.162461,0.162461
6600,1.009356,1.011780,0.233598,0.236023,0.156023,0.158447,0.235114,0.157538,0.235114,0.157538
6800,1.054963,1.057316,0.226728,0.229081,0.151434,0.153787,0.228199,0.152904,0.228199,0.152904
7000,1.024821,1.027107,0.220250,0.222536,0.147107,0.149393,0.221679,0.148536,0.221679,0.148536
7200,1.067465,1.069687,0.214132,0.216354,0.143021,0.145243,0.215521,0.144410,0.215521,0.144410
7400,1.038615,1.040777,0.208345,0.210507,0.139155,0.141318,0.209696,0.140507,0.209696,0.140507
7600,1.011283,1.013388,0.202862,0.204967,0.135493,0.137599,0.204178,0.136809,0.204178,0.136809
7800,1.050994,1.053045,0.197660,0.199712,0.132019,0.134071,0.198942,0.133301,0.198942,0.133301
8000,1.024719,1.026719,0.192719,0.194719,0.128719,0.130719,0.193969,0.129969,0.193969,0.129969
8200,1.062165,1.064238,0.188018,0.190091,0.188018,0.190091,0.189238,0.189238,0.189238,0.189238
8400,1.036875,1.038899,0.183542,0.185565,0.183542,0.185565,0.184732,0.184732,0.184732,0.184732
8600,1.012762,1.014738,0.179273,0.181250,0.179273,0.181250,0.180436,0.180436,0.180436,0.180436
8800,1.047926,1.049858,0.175199,0.177131,0.175199,0.177131,0.176335,0.176335,0.176335,0.176335
9000,1.024639,1.026528,0.171306,0.173194,0.171306,0.173194,0.172417,0.172417,0.172417,0.172417
9200,1.002364,1.004212,0.167582,0.169429,0.167582,0.169429,0.168668,0.168668,0.168668,0.168668
9400,1.035505,1.037314,0.164016,0.165824,0.164016,0.165824,0.165080,0.165080,0.165080,0.165080
9600,1.013932,1.015703,0.160599,0.162370,0.160599,0.162370,0.161641,0.161641,0.161641,0.161641
9800,1.045485,1.047219,0.209566,0.159056,0.157321,0.159056,0.210587,0.158342,0.210587,0.158342
10000,1.024575,1.026275,0.205375,0.207075,0.154175,0.155875,0.206375,0.155175,0.206375,0.155175
13000,1.024442,1.025750,0.157981,0.159288,0.157981,0.159288,0.158750,0.158750,0.158750,0.158750
16000,1.024359,1.025422,0.160359,0.161422,0.128359,0.129422,0.160984,0.128984,0.160984,0.128984
19000,1.024303,1.025250,0.161987,0.162934,0.135039,0.135987,0.162513,0.135566,0.162513,0.135566
22000,1.000989,1.001807,0.163170,0.163989,0.139898,0.140716,0.163625,0.140352,0.163625,0.140352
25000,1.003750,1.004470,0.164070,0.164790,0.143590,0.144310,0.164470,0.143990,0.164470,0.143990
28000,1.005920,1.006563,0.164777,0.165420,0.128205,0.128848,0.165134,0.128562,0.165134,0.128562
31000,1.007669,1.008250,0.165347,0.165927,0.132315,0.132895,0.165669,0.132637,0.165669,0.132637
34000,1.009110,1.009669,0.165816,0.166375,0.135699,0.136257,0.166110,0.135993,0.166110,0.135993
37000,1.010318,1.010831,0.166209,0.166723,0.138534,0.139047,0.166480,0.138804,0.166480,0.138804
40000,1.011344,1.011819,0.166544,0.167019,0.128144,0.128619,0.166794,0.128394,0.166794,0.128394
43000,1.000320,1.000762,0.166831,0.167273,0.131110,0.131552,0.167064,0.131343,0.167064,0.131343
46000,1.001864,1.002277,0.167082,0.167495,0.133690,0.134103,0.167299,0.133908,0.167299,0.133908
49000,1.003219,1.003607,0.167301,0.157240,0.125505,0.125893,0.167505,0.125709,0.167505,0.125709
52000,1.004418,1.004784,0.157649,0.158014,0.128111,0.128476,0.157841,0.128303,0.157841,0.128303
55000,1.005486,1.005832,0.158359,0.158705,0.130432,0.130777,0.158541,0.130614,0.158541,0.130614
58000,1.006444,1.006772,0.158996,0.159323,0.132513,0.132841,0.159168,0.132685,0.159168,0.132685
61000,1.007307,1.007619,0.159570,0.159881,0.125996,0.126307,0.159734,0.126160,0.159734,0.126160
64000,1.008090,1.000387,0.160090,0.160387,0.128090,0.128387,0.160246,0.128246,0.160246,0.128246
67000,1.001160,1.001459,0.160563,0.160862,0.129996,0.130295,0.160713,0.130146,0.160713,0.130146
70000,1.002139,1.002425,0.160996,0.161282,0.131739,0.132025,0.161139,0.131882,0.161139,0.131882
73000,1.003038,1.003312,0.161394,0.161668,0.126325,0.126599,0.161531,0.126462,0.161531,0.126462
76000,1.003865,1.004128,0.161760,0.162023,0.128076,0.128339,0.161891,0.128207,0.161891,0.128207
79000,1.004630,1.004883,0.162098,0.162351,0.129693,0.129946,0.162225,0.129820,0.162225,0.129820
82000,1.005338,1.005582,0.162412,0.162655,0.131192,0.131436,0.162534,0.131314,0.162534,0.131314
85000,1.005997,1.006232,0.162703,0.156915,0.126562,0.126797,0.162821,0.126679,0.162821,0.126679
88000,1.000793,1.001020,0.157156,0.157384,0.128065,0.128293,0.157270,0.128179,0.157270,0.128179
91000,1.001558,1.001777,0.157602,0.157821,0.129470,0.129690,0.157712,0.129580,0.157712,0.129580
94000,1.002274,1.002487,0.158019,0.158231,0.125338,0.125551,0.158125,0.125444,0.158125,0.125444
97000,1.002946,1.003152,0.158410,0.158616,0.126740,0.126946,0.158513,0.126843,0.158513,0.126843
100000,1.003578,1.003777,0.158777,0.158977,0.128057,0.128257,0.158878,0.128158,0.158878,0.128158
140000,1.002098,1.002248,0.157298,0.157448,0.128041,0.128191,0.157370,0.128112,0.157370,0.128112
180000,1.001276,1.001393,0.159321,0.156593,0.125188,0.125304,0.159376,0.125243,0.159376,0.125243
220000,1.000753,1.000849,0.158281,0.158376,0.125699,0.125794,0.158326,0.125744,0.158326,0.125744
260000,1.000391,1.000472,0.157561,0.157641,0.126053,0.126134,0.157599,0.126091,0.157599,0.126091
300000,1.000126,1.000199,0.158739,0.157106,0.126312,0.126386,0.158773,0.126346,0.158773,0.126346
340000,1.001429,1.001493,0.158135,0.156693,0.126511,0.126576,0.158164,0.126540,0.158164,0.126540
380000,1.001110,1.001168,0.157657,0.157715,0.125320,0.125378,0.157684,0.125347,0.157684,0.125347
420000,1.000852,1.000904,0.157271,0.157323,0.125576,0.125628,0.157295,0.125599,0.157295,0.125599
460000,1.000639,1.000686,0.158065,0.156999,0.125786,0.125834,0.158086,0.125808,0.158086,0.125808
500000,1.000460,1.000503,0.157708,0.156727,0.125964,0.126007,0.157727,0.125983,0.157727,0.125983
540000,1.000307,1.000350,0.157403,0.156498,0.125166,0.125209,0.157422,0.125185,0.157422,0.125185
580000,1.000175,1.000215,0.157141,0.157181,0.125362,0.125401,0.157158,0.125379,0.157158,0.125379
620000,1.000887,1.000098,0.157738,0.156950,0.125532,0.125569,0.157754,0.125548,0.157754,0.125548
660000,1.000736,1.000771,0.157488,0.156747,0.125681,0.125716,0.157503,0.125697,0.157503,0.125697
700000,1.000603,1.000635,0.157265,0.156567,0.125083,0.125115,0.157280,0.125097,0.157280,0.125097
740000,1.000483,1.000515,0.157067,0.157098,0.125240,0.125271,0.157081,0.125254,0.157081,0.125254
780000,1.000377,1.000406,0.157546,0.156919,0.125382,0.125411,0.157559,0.125395,0.157559,0.125395
820000,1.000280,1.000308,0.157353,0.156757,0.125509,0.125537,0.157366,0.125522,0.157366,0.125522
860000,1.000193,1.000219,0.157179,0.156610,0.125625,0.125057,0.157190,0.125637,0.157190,0.125637
900000,1.000113,1.000139,0.157589,0.156476,0.125162,0.125188,0.157600,0.125173,0.157600,0.125173
940000,1.000585,1.000065,0.157419,0.156899,0.125283,0.125307,0.157430,0.125293,0.157430,0.125293
980000,1.000496,1.000519,0.157263,0.156764,0.125394,0.125417,0.157273,0.125404,0.157273,0.125404
1000000,1.000454,1.000477,0.157190,0.156701,0.125446,0.125469,0.157200,0.125456,0.157200,0.125456
1500000,1.000110,1.000126,0.157359,0.156692,0.125273,0.125289,0.157365,0.125280,0.157365,0.125280
2000000,1.000195,1.000207,0.157187,0.156431,0.125187,0.125199,0.157192,0.125192,0.157192,0.125192
2500000,1.000245,1.000051,0.157084,0.156479,0.125135,0.125145,0.157088,0.125139,0.157088,0.125139
3000000,1.000109,1.000117,0.157186,0.156512,0.125101,0.125109,0.157189,0.125104,0.157189,0.125104
3500000,1.000157,1.000018,0.157112,0.156388,0.125076,0.125083,0.157115,0.125079,0.157115,0.125079
4000000,1.000065,1.000072,0.157057,0.156424,0.125185,0.125064,0.157060,0.125188,0.157060,0.125188
4500000,1.000108,1.000114,0.157128,0.156451,0.125157,0.125049,0.157131,0.125159,0.157131,0.125159
5000000,1.000142,1.000045,0.157083,0.156474,0.125134,0.125037,0.157085,0.125136,0.157085,0.125136
5500000,1.000077,1.000081,0.157045,0.156398,0.125115,0.125027,0.157047,0.125117,0.157047,0.125117
6000000,1.000108,1.000027,0.157100,0.156421,0.125100,0.125019,0.157101,0.125101,0.157101,0.125101
6500000,1.000134,1.000059,0.157067,0.156441,0.125086,0.125012,0.157068,0.125088,0.157068,0.125088
7000000,1.000083,1.000014,0.157112,0.156384,0.125075,0.125006,0.157113,0.125077,0.157113,0.125077
7500000,1.000107,1.000043,0.157082,0.156403,0.125065,0.125069,0.157084,0.125067,0.157084,0.125067
8000000,1.000065,1.000004,0.157057,0.156420,0.125121,0.125060,0.157058,0.125122,0.157058,0.125122
8500000,1.000087,1.000030,0.157094,0.156435,0.125109,0.125052,0.157095,0.125111,0.157095,0.125111
9000000,1.000107,1.000053,0.157071,0.156391,0.125099,0.125045,0.157072,0.125100,0.157072,0.125100
9500000,1.000071,1.000020,0.157050,0.156406,0.125090,0.125039,0.157051,0.125091,0.157051,0.125091
10000000,1.000090,1.000042,0.157082,0.156419,0.125082,0.125034,0.157083,0.125083,0.157083,0.125083
16000000,1.000064,1.000002,0.157056,0.156386,0.125088,0.125026,0.157057,0.125089,0.157057,0.125089
22000000,1.000076,1.000007,0.157045,0.156394,0.125068,0.125023,0.157045,0.125068,0.157045,0.125068
28000000,1.000064,1.000010,0.157056,0.156381,0.125074,0.125002,0.157057,0.125075,0.157057,0.125075
34000000,1.000072,1.000012,0.157049,0.156387,0.125064,0.125004,0.157049,0.125064,0.157049,0.125064
40000000,1.000064,1.000001,0.157056,0.156378,0.125069,0.125006,0.157056,0.125069,0.157056,0.125069
46000000,1.000070,1.000004,0.157051,0.156383,0.125062,0.125007,0.157051,0.125062,0.157051,0.125062
52000000,1.000064,1.000006,0.157046,0.156377,0.125066,0.125007,0.157046,0.125066,0.157046,0.125066
58000000,1.000069,1.000007,0.157052,0.156381,0.125069,0.125008,0.157052,0.125070,0.157052,0.125070
64000000,1.000064,1.000001,0.157048,0.156377,0.125064,0.125009,0.157048,0.125064,0.157048,0.125064
70000000,1.000068,1.000002,0.157045,0.156380,0.125067,0.125002,0.157053,0.125075,0.157045,0.125067
76000000,1.000064,1.000004,0.157049,0.156376,0.125063,0.125003,0.157056,0.125070,0.157049,0.125063
82000000,1.000067,1.000005,0.157047,0.156379,0.125065,0.125003,0.157053,0.125072,0.157047,0.125066
88000000,1.000064,1.000000,0.157044,0.156376,0.125062,0.125004,0.157050,0.125068,0.157045,0.125062
94000000,1.000061,1.000002,0.157048,0.156378,0.125064,0.125005,0.157054,0.125070,0.157048,0.125064
100000000,1.000064,1.000003,0.157046,0.156375,0.125061,0.125005,0.157051,0.125066,0.157046,0.125061
170000000,1.000063,1.000002,0.157045,0.156374,0.125064,0.125000,0.157049,0.125067,0.157046,0.125064
240000000,1.000062,1.000000,0.157045,0.156373,0.125062,0.125001,0.157048,0.125065,0.157045,0.125062
310000000,1.000062,1.000001,0.157044,0.156373,0.125062,0.125001,0.157045,0.125064,0.157044,0.125062
380000000,1.000061,1.000001,0.157044,0.156373,0.125061,0.125001,0.157045,0.125063,0.157044,0.125061
450000000,1.000061,1.000001,0.157044,0.156373,0.125061,0.125001,0.157045,0.125062,0.157044,0.125061
520000000,1.000061,1.000000,0.157044,0.156373,0.125062,0.125001,0.157045,0.125063,0.157044,0.125062
590000000,1.000062,1.000000,0.157044,0.156373,0.125062,0.125000,0.157045,0.125063,0.157044,0.125062
660000000,1.000062,1.000000,0.157044,0.156373,0.125061,0.125000,0.157044,0.125062,0.157044,0.125061
730000000,1.000062,1.000001,0.157044,0.156373,0.125061,0.125000,0.157045,0.125062,0.157044,0.125061
800000000,1.000061,1.000000,0.157044,0.156373,0.125061,0.125000,0.157045,0.125062,0.157044,0.125061
870000000,1.000061,1.000000,0.157044,0.156373,0.125062,0.125000,0.157045,0.125062,0.157044,0.125062
940000000,1.000061,1.000000,0.157043,0.156373,0.125061,0.125000,0.157044,0.125062,0.157043,0.125061
1000000000,1.000061,1.000000,0.157044,0.156373,0.125061,0.125000,0.157044,0.125062,0.157044,0.125061
1800000000,1.000061,1.000000,0.157043,0.156373,0.125061,0.125000,0.157044,0.125061,0.157043,0.125061
2600000000,1.000061,1.000000,0.157044,0.156373,0.125061,0.125000,0.157044,0.125061,0.157044,0.125061
3400000000,1.000061,1.000000,0.157044,0.156373,0.125061,0.125000,0.157044,0.125061,0.157044,0.125061
