Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64
12800,52.676756,56.519876,58.302652,58.662477,64.393983,61.669290,56.566384,63.363773,67.591359,63.361918,67.149338,66.563360,47.894198,49.616850,53.140867,51.441001,53.972980,52.038018,49.774007,55.367140,58.544283,55.365817,58.707308,58.572251,46.490249,49.160137,50.752069,50.177355,51.282427,51.215476,48.765311,53.519235,55.526204,53.362444,55.395578,55.472513,47.480647,49.460822,50.620600,50.070482,50.557446,50.140907,48.912756,53.060782,55.310176,53.235085,55.208067,55.149869,53.179123,53.139871,54.417940,53.596838,55.433887,54.289384,54.569398,58.135858,59.642200,58.203059,59.683026,59.682986
19200,55.212826,59.695256,62.484305,62.271199,68.393445,65.009783,59.443992,66.781634,71.554639,66.732151,71.399495,70.556568,50.103948,52.006309,56.012517,54.565819,57.711753,55.080837,52.242253,60.497302,63.782582,61.128272,63.637681,63.651868,48.440381,51.335699,53.501992,52.686935,54.514267,54.263815,51.176517,58.809719,60.768689,57.058704,60.732541,60.736574,49.573532,51.738124,53.519439,52.536363,53.556472,52.612429,51.346424,58.194437,60.331796,56.254522,60.283998,60.202385,54.980980,54.887555,56.768365,55.502538,57.021838,55.631811,56.363118,61.216628,62.848769,60.313495,62.846234,62.734393
25600,57.441978,61.784746,64.861579,64.610501,70.785949,67.840090,61.488339,70.005068,74.575149,70.056088,74.313331,73.691734,51.829327,54.003004,58.128406,56.486574,60.409408,58.147905,53.905025,60.805169,64.541858,61.184195,64.779950,64.629205,50.271922,53.405535,55.664129,54.954014,56.743120,56.674207,53.042262,58.419075,60.902640,58.148737,60.950248,61.122836,51.402647,53.809430,55.682662,54.608952,55.740602,54.797401,53.137430,58.513412,61.023375,58.527723,61.013661,60.958270,57.123067,56.743314,59.345419,57.977895,59.527167,58.288186,57.903818,62.196200,63.413491,62.336009,63.479093,63.303886
32000,59.010300,64.272446,66.730634,66.824597,73.419889,69.471534,63.206179,72.609159,77.087749,72.563254,76.967575,76.286685,53.504516,56.420480,60.299494,59.305650,62.390244,60.234354,55.620861,63.109366,68.943653,63.399124,67.530905,66.875292,52.812888,56.197211,59.095418,57.910399,61.318308,60.369648,56.360698,62.090287,65.435959,61.979184,65.098295,65.180379,53.788921,56.278374,58.762391,57.127835,59.126046,57.689025,55.269924,61.226025,64.798662,61.297033,64.765146,64.670537,59.015479,58.922502,62.369639,60.396530,62.372201,60.893715,60.436338,65.436967,67.500478,65.491668,67.502242,67.556218
38400,59.381539,64.649924,69.078517,67.760891,74.527443,70.998105,63.929716,73.211262,78.074103,73.166510,77.881800,77.262560,54.756725,56.826715,61.346674,59.606410,64.848939,60.800808,56.821325,64.230364,68.095934,64.595695,68.228107,68.116835,52.422441,55.807063,58.501160,58.061604,60.128683,59.580093,55.719788,61.577910,64.406105,61.439310,64.343521,64.488274,53.325395,55.945968,58.311000,57.150248,58.839716,57.600029,55.343033,61.113063,64.475433,61.079837,64.383470,64.360035,59.026326,58.905855,62.162323,60.442451,62.325886,60.736470,60.336701,65.211041,67.104650,65.274285,67.679158,67.154044
44800,60.245323,65.731595,69.828306,68.821858,75.358938,71.803527,64.800907,74.601984,79.246393,74.380775,79.151768,78.586970,55.661545,57.849446,62.192519,60.435037,65.555810,61.894533,57.744936,65.153465,69.065064,65.275490,69.305878,68.992725,53.226892,56.928090,59.742563,58.783685,61.392852,61.761960,56.871906,62.752200,65.989011,62.531525,65.913924,65.936284,54.133701,56.767046,59.341282,58.035452,59.753507,58.500941,56.255333,62.169527,65.543745,62.159130,65.452755,65.429733,60.105804,59.944389,63.008183,61.520830,63.439230,61.733914,61.319831,66.711343,68.308011,66.465116,68.041687,68.151825
51200,61.024987,66.682693,71.138675,70.068881,76.805053,73.377963,65.837970,75.904257,81.095713,75.834690,80.791108,80.140609,56.906517,58.746232,63.495604,62.462402,67.019945,63.697147,58.692712,66.706679,70.731661,67.034002,70.997918,70.842958,54.345404,57.933994,60.377701,59.980460,62.736769,62.485399,57.505048,64.072190,67.380151,63.793948,67.189931,67.303423,55.121443,57.819119,60.610601,59.112400,60.917463,59.702970,57.284681,63.490562,66.885673,63.501752,66.800618,66.729831,60.804632,60.769426,64.204559,62.662268,64.295392,62.694787,61.971635,67.419946,68.953532,67.560796,68.930143,69.041015
57600,61.776297,67.761051,72.282258,71.235734,78.068172,75.076653,66.703832,77.517247,82.153300,77.544700,82.156054,81.568860,57.452646,59.780525,64.525744,63.187915,68.110467,64.294619,59.785000,67.806588,72.363221,68.277168,71.998410,71.785185,55.351935,58.904713,61.641641,61.063610,63.912407,63.404905,58.655901,65.263102,68.593738,65.106447,68.428253,68.283296,55.931896,58.761187,61.795726,60.136201,62.050326,60.661125,58.181946,64.370555,68.277095,64.337022,68.012397,67.812296,61.957070,61.836796,65.761856,63.959069,65.711809,64.213027,62.976625,68.617775,70.172621,68.728951,70.041090,70.214932
64000,62.805072,68.725841,73.278839,72.221083,79.393220,75.445795,67.615723,78.697662,83.337879,78.678965,83.447820,82.740710,58.301084,60.880379,65.593144,63.964939,69.413494,65.228817,60.309690,68.982875,72.647782,69.352108,73.129322,72.908589,56.159058,59.864525,62.597997,62.787014,64.796853,64.658603,59.493476,66.332194,69.472902,66.205109,69.322071,69.216783,57.121299,59.816348,63.605894,62.153224,64.403439,62.674311,59.416854,66.199924,70.775394,66.412775,70.426829,70.404344,62.794983,63.156533,67.038762,65.418626,67.668127,65.756789,64.138158,70.270080,72.749958,70.370113,72.700101,73.471924
128000,66.663774,73.839461,78.388782,77.660739,85.250909,81.060455,72.053142,84.378301,89.628960,84.475112,89.954408,89.025231,63.523646,66.201026,70.505280,70.397599,76.184330,71.695942,66.189158,75.747718,79.882177,76.426968,80.266741,80.082471,60.615265,64.344032,67.815192,67.222422,71.765106,70.060349,64.742609,72.706446,75.374432,72.961949,75.043884,75.017993,61.014883,63.864036,67.997510,66.568059,68.785192,67.436185,63.301350,71.643713,75.407914,71.967793,75.082911,74.936775,66.849753,67.225846,72.417234,70.859354,73.199222,70.892490,68.414539,77.089824,78.511463,77.053357,78.488534,79.376600
192000,68.766427,76.289212,80.892936,79.500694,88.183947,82.932948,74.353163,85.881984,92.625365,85.834994,92.545676,92.114867,66.907857,69.940219,72.999828,73.295547,78.890690,76.093175,69.377560,77.536683,83.633235,78.132147,84.157540,83.786296,62.875008,67.042978,70.414025,70.827481,75.471470,73.367222,68.353534,74.736616,79.032609,74.995337,79.246633,78.990184,62.894264,66.035164,70.511152,68.409256,71.701036,69.693653,65.847648,73.315080,78.681736,73.367834,78.408975,78.474352,68.591848,69.167410,74.002084,72.418239,75.917823,73.031204,70.200496,77.399101,79.869864,77.393603,79.931039,80.740357
256000,71.084672,78.694514,82.223149,82.378417,90.969085,85.760443,77.084546,89.473901,95.575797,89.422038,95.514503,95.190166,69.404804,72.323373,75.663524,77.035129,82.548205,78.279005,72.173216,82.333470,87.504611,82.621575,87.927302,87.752000,65.437734,69.558679,72.916943,73.008475,78.435828,75.894411,70.802899,79.213533,83.088886,78.863749,83.153795,82.813503,65.016824,68.419766,73.174766,71.375511,74.486358,73.315634,68.448017,77.321704,82.028075,77.221825,81.700152,81.556745,70.628161,71.716234,76.689358,75.294052,77.859333,75.927249,72.474911,81.435840,82.470284,81.434673,82.622193,83.290699
320000,72.835774,79.728326,83.169144,82.834250,92.590784,87.062790,78.981410,89.559798,97.332733,89.424172,97.176470,96.926987,70.660536,73.736327,76.224180,77.886293,84.467442,79.766143,73.028112,82.346123,89.319842,82.488324,89.891315,89.420728,67.269961,71.109543,74.137289,75.004803,81.259483,78.554986,71.983791,79.382204,84.918032,79.186680,84.886935,84.795795,66.257085,69.652141,74.310865,72.577270,76.072819,74.659828,69.868431,77.353925,83.751087,77.364024,83.557192,83.567790,71.559436,72.470934,77.543699,76.318262,80.383086,77.147979,73.545092,80.923641,84.541512,80.993207,84.470828,85.407133
384000,74.991952,81.244921,84.160092,84.597003,94.086464,87.964935,81.326539,90.723598,98.951076,90.717057,98.692018,98.578744,72.483219,75.269553,77.658856,79.597271,86.189568,81.626045,74.587268,83.925479,91.423591,84.057612,91.920285,91.496013,68.918924,72.819436,75.550736,76.641296,82.694398,80.175492,73.441206,80.959156,86.849238,80.841084,86.888298,86.511698,67.681035,71.134512,75.782317,74.139305,77.403337,75.719748,71.459604,79.852046,85.876612,80.287131,85.598917,85.818857,72.846122,73.865505,78.978786,77.638587,81.569252,78.479656,74.785193,83.171365,87.359085,82.934662,87.338734,88.351970
448000,76.533238,82.373511,85.292051,86.231061,95.257052,90.106198,82.968759,92.337513,100.594164,92.156770,100.224147,100.232113,73.760758,76.625660,79.473955,81.156167,87.641882,82.434536,75.930131,85.232488,93.516078,85.471672,93.912867,93.541348,70.478168,74.345461,77.943009,78.035854,84.662737,82.336313,74.844596,82.710130,89.512659,82.558316,89.213864,89.228404,68.869794,72.419318,77.474795,75.539621,79.201526,77.538745,72.448766,80.956848,87.993953,80.456460,87.873431,87.895252,73.987148,75.189941,80.693417,79.063851,83.367358,80.443045,75.755907,83.633648,87.129201,83.900590,87.100924,87.974955
512000,77.957661,83.584624,86.322562,87.087736,96.958476,91.124206,84.503228,93.355792,102.066278,93.491353,101.669699,101.928859,75.574265,78.046520,80.376390,82.745859,89.530409,84.030959,77.216975,86.653893,95.259774,87.055349,95.637037,95.252715,71.885941,75.510539,78.241562,79.329857,86.547940,83.189669,76.833914,84.183388,90.925283,83.863824,90.799854,91.459334,69.831829,73.520046,78.500993,76.979109,80.631370,79.320724,73.510907,81.435501,88.785431,81.595926,88.439568,88.481788,75.177861,76.432009,81.845409,80.802584,84.648282,81.554614,76.944865,84.758630,88.472553,84.923694,88.858002,89.255342
576000,78.717134,84.162318,87.120756,87.326383,98.186218,91.451242,85.752317,94.292409,103.486523,94.488830,102.719415,103.186161,75.224025,78.558911,81.115229,83.144419,91.040750,85.031224,77.794447,87.748238,96.591906,87.698124,96.742520,96.626126,72.920184,76.316469,79.152006,80.454358,88.425426,85.196510,77.014360,85.339173,91.989501,85.106319,92.190187,92.125595,71.194926,74.769785,79.620064,77.871439,82.300272,80.731297,75.417089,82.892180,90.945033,82.780035,90.313818,90.758548,76.021328,77.408435,82.585221,81.402608,86.816545,82.685163,78.196230,85.885359,90.181090,86.270385,90.440789,91.535324
640000,79.798396,85.024243,90.667363,87.784852,98.657156,92.208085,87.164303,94.566411,104.089316,94.529791,103.393180,103.996030,75.949231,78.962785,81.157943,83.471625,91.114608,85.033855,78.344473,88.182766,96.996583,88.361176,97.372566,97.078785,73.792865,77.183624,79.273894,81.045660,89.389491,85.475588,77.575295,85.737172,92.729489,85.449076,92.610090,92.619160,71.557528,75.160148,79.837792,78.430771,82.426916,80.765711,75.544547,83.050308,91.018274,83.234486,90.752951,90.842700,76.177820,77.720213,82.847181,82.427319,87.455777,83.048366,78.577758,86.524901,90.731096,86.767413,90.738588,91.760425
1280000,89.029941,91.165253,92.502021,92.983701,105.049435,97.448974,94.021400,100.508853,111.197029,100.496813,109.994904,111.068891,81.663514,84.249956,86.203853,88.402468,97.489561,90.366451,83.460132,93.298868,103.609371,93.432966,103.805809,103.659344,79.250795,82.582035,84.553355,86.728864,95.849776,92.031964,82.797873,91.080879,99.534984,90.787255,99.608865,99.493821,77.025134,80.698585,84.952424,84.404193,89.307728,87.372166,81.078699,89.290511,98.710429,89.548266,98.142638,98.275952,80.576216,82.750880,87.776238,88.720253,93.606182,89.907843,83.058205,92.391019,97.347426,92.033307,97.157612,98.137178
1920000,100.891973,96.733329,96.858883,97.325196,110.617435,101.482541,105.688018,104.682784,116.686084,104.796819,115.974904,116.759634,85.808011,88.747344,90.905791,92.271754,102.294158,94.180575,88.687281,97.743961,109.015015,98.023333,109.311965,109.060235,84.096659,87.252042,88.986236,90.862569,100.814203,96.326800,87.467717,95.621029,105.080680,95.487797,104.915417,104.739397,81.772965,85.327547,89.583259,88.400064,94.581730,91.768714,86.158180,94.459584,104.608626,94.760123,104.074817,103.986348,84.947199,87.359487,92.646724,92.708301,98.806967,94.366569,87.590678,97.237769,103.001158,97.360191,102.880960,103.784733
2560000,107.741888,99.332445,99.285023,99.377069,115.757366,103.814634,109.343803,107.346648,121.938246,107.506135,121.125940,121.770599,88.857964,91.366937,93.198375,94.968583,105.669411,97.896026,92.285822,99.793157,111.524150,100.806994,112.715983,111.635109,86.197838,89.548583,91.147814,93.250714,103.791670,98.898612,89.684330,97.791160,107.227222,98.259890,107.871894,106.946656,84.305601,87.951655,91.880383,91.574806,97.877578,94.764310,88.906968,96.676049,107.139413,98.302148,107.548976,106.826873,87.734567,90.531000,94.209431,96.135516,101.644759,98.437226,91.026297,99.805786,106.298311,100.372501,107.137464,107.580409
3200000,112.730691,101.936296,102.212780,102.504353,120.218287,106.482897,116.798806,109.891986,126.425708,110.575109,126.034069,126.276933,92.317364,94.132144,96.277273,98.860158,108.880022,100.567405,96.109862,102.520437,114.890477,103.783863,116.133536,115.173056,88.941240,92.071703,93.780423,96.229037,106.305345,102.134730,92.457041,100.144937,110.424173,100.883990,111.243298,110.096232,86.617014,90.481868,94.453118,94.305237,100.642423,98.353691,91.738521,99.315946,110.110758,100.379335,110.964098,109.833837,90.609615,93.311751,96.699580,99.707847,104.667318,101.571566,93.982993,102.652267,109.313561,103.558049,110.452234,110.471527
3840000,121.127900,104.399382,104.108862,103.867166,124.544585,108.019936,128.273233,112.180944,130.685574,112.623024,131.109306,130.805162,95.832995,96.870974,99.077295,100.686325,111.683379,102.503226,99.914621,105.862685,118.906449,106.401776,119.066983,119.035497,91.934892,94.894339,96.743771,98.598370,108.916216,103.732670,95.346010,103.534863,114.016513,103.227205,114.100479,113.854484,89.438858,93.184926,97.127803,96.561374,103.527185,100.277838,94.419660,102.811487,114.315300,102.816931,113.890425,113.658993,93.006599,96.010580,99.523442,101.994981,107.742769,103.457186,96.668094,106.085204,113.134336,106.002572,113.268532,114.283942
4480000,124.332878,105.767714,106.856656,106.662880,127.853276,110.020729,133.010233,116.917668,135.882933,116.627890,134.072288,134.798899,97.149981,97.983638,100.524541,102.937455,114.071095,105.551373,100.946123,106.793185,120.075682,108.067103,121.372320,120.060469,93.096411,95.816939,97.690234,100.270366,111.199067,106.788630,96.906768,104.063928,114.804797,105.050717,116.001377,114.533555,90.363230,94.380133,98.433943,98.674574,105.651360,103.184831,95.558028,103.319999,114.985912,104.604697,116.243740,114.712129,94.624231,97.463181,100.343845,104.834869,109.266718,106.371120,98.278982,106.884518,114.562734,107.837277,115.995024,115.939431
5120000,125.843953,106.097824,106.816336,105.637499,128.881255,110.329144,135.417188,117.445640,136.889183,120.239147,138.511478,135.738397,104.188112,99.950310,101.474930,102.518740,114.851054,104.674465,103.015864,108.706745,122.165162,109.215619,122.124377,122.213294,94.482949,96.937521,98.729371,100.270931,112.828029,106.549254,98.473353,106.056445,116.998550,105.783884,116.861594,116.679528,91.649552,95.471395,99.049742,98.422861,106.233705,102.645652,96.744933,105.285497,117.035255,105.349987,117.028435,116.756394,95.724857,98.316335,101.145617,103.907290,110.061952,106.087644,99.532866,109.024801,116.530576,108.809305,116.553230,117.688988
5760000,129.442421,107.724104,109.441107,108.084704,130.697509,111.544656,138.474725,118.587857,138.365197,119.567451,137.298702,137.315986,101.241737,100.541678,103.393560,104.138863,116.144963,105.903130,104.423044,109.945704,123.667780,110.499133,123.685287,123.630937,96.548690,98.541236,99.984367,101.688958,112.958601,107.461169,100.364038,107.222130,118.351425,106.990392,118.430078,118.153394,93.126115,96.927467,100.320216,99.854430,107.477063,103.688348,98.176093,106.710080,118.576932,106.552775,118.374769,118.123764,96.953513,99.544570,102.222080,104.908760,111.405932,106.890469,101.205639,110.038854,117.768769,110.069480,117.776307,118.909490
6400000,133.343002,108.712230,110.172074,108.125082,132.638696,112.399472,142.486121,120.283415,140.287900,122.044165,139.732328,139.510518,103.267705,101.722038,104.082989,105.538332,117.435376,107.119485,105.809173,111.355646,125.301513,111.667510,125.437427,125.407021,97.768928,99.224726,101.040709,102.548299,114.176962,108.683418,101.476928,108.542288,119.951943,108.382939,119.914161,119.666538,93.903975,97.727112,101.494585,101.037203,108.800334,105.185255,99.994249,107.728320,119.967700,107.867568,119.978984,119.547686,97.807163,100.645455,103.323131,106.525013,112.817021,108.217024,101.992557,111.622581,119.369252,111.923931,119.513379,120.476290
12800000,153.463978,115.211322,119.191414,114.745920,147.845265,119.444896,160.782534,130.767573,152.532347,130.720578,152.574892,151.543736,112.377008,108.246801,111.410536,111.357212,125.839680,114.389836,116.948008,118.384460,133.896924,118.920823,134.189259,133.985293,106.337290,105.639279,107.661857,108.691824,121.884570,115.231904,111.543539,115.165361,128.228591,115.247606,128.295877,127.904674,101.340815,103.544893,107.774073,106.655830,116.096108,111.282360,107.497039,114.336327,128.223824,114.453709,128.093108,127.663686,103.961616,106.814001,109.212863,112.645875,120.222504,114.823761,108.966928,118.205824,127.092683,118.279653,127.126355,128.375964
19200000,157.664389,115.552464,123.876182,119.789233,160.285913,124.456886,167.495531,137.076091,162.025025,137.678279,166.005393,163.159705,124.120787,110.353907,113.965358,114.926208,130.657447,118.083586,123.685793,121.170366,137.594883,122.344363,138.474291,137.736813,109.430183,107.386005,109.330652,111.912077,125.179337,118.823436,113.309839,117.188885,130.979284,116.888383,131.140927,130.596314,104.044591,105.310759,109.280352,109.712873,118.918710,115.645125,110.391056,115.995886,130.714237,116.174078,130.638569,130.163661,106.672766,108.400554,111.175913,116.053123,122.440179,118.803158,111.783677,119.900184,130.351912,120.076752,130.442768,131.841027
25600000,163.871651,119.713115,131.259963,123.812372,180.455320,128.665170,172.253103,141.846070,170.159884,142.004905,169.311515,168.772346,129.040078,113.916160,116.973926,118.034396,133.661320,121.188396,135.434451,124.743646,142.166061,125.205165,142.625611,142.120727,115.889285,111.262125,112.915660,115.320775,129.115948,122.537802,120.873814,120.621757,135.650816,120.553447,135.637838,135.238317,108.264922,108.796682,112.875756,112.957018,122.257323,118.620175,114.162704,119.412658,134.737536,119.555135,134.820074,134.632261,110.479197,111.838392,114.183230,119.368594,126.423731,121.749034,115.656614,123.215641,133.063797,123.159908,133.183921,134.490821
32000000,185.804475,129.696663,135.717282,127.342757,194.881837,132.063157,194.149680,148.633912,181.465625,148.186900,180.614516,180.276604,138.962138,117.347416,120.801416,121.000632,137.928906,123.439025,143.096789,127.290628,145.552819,129.333461,146.802714,145.571793,120.798085,115.175575,116.477057,118.651600,133.485953,125.372343,127.315860,122.525730,138.029614,123.855914,139.117247,137.911308,111.643332,111.916647,115.834350,115.658543,125.460383,121.078151,118.876540,121.227515,137.283551,122.315551,138.072370,136.502629,113.655065,114.387074,117.337141,121.648693,129.631470,124.371649,118.927958,125.106752,135.598416,125.790128,136.441889,136.831966
38400000,178.620095,135.441244,136.170338,127.332437,196.805353,132.273861,194.183996,151.691686,184.501457,151.453183,183.103279,183.769826,145.089376,117.496406,122.004425,121.243911,139.698599,124.246675,151.635262,132.128695,150.710183,133.519857,151.831475,149.918007,127.105369,114.747494,116.382403,118.142828,134.014307,125.117449,125.823757,123.809066,140.016388,123.860561,140.351948,139.700187,112.433334,111.235918,115.828610,116.650851,126.112477,121.686993,117.705720,122.204803,138.485970,122.666872,138.784065,137.797583,114.397933,113.919485,116.875386,121.763630,129.483314,124.815962,119.649811,125.882715,136.950516,126.278117,137.163627,138.510368
