Elements,fixed[F]1,fixed[$\ell$]1,byte[F]1,byte[$\ell$]1,bit[F]1,bit[$\ell$]1,fixed[26]byte1,fixed[26]bit1,fixed[32]byte1,fixed[32]bit1,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[26]byte8,fixed[26]bit8,fixed[32]byte8,fixed[32]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[26]byte16,fixed[26]bit16,fixed[32]byte16,fixed[32]bit16,fixed[F]24,fixed[$\ell$]24,byte[F]24,byte[$\ell$]24,bit[F]24,bit[$\ell$]24,fixed[26]byte24,fixed[26]bit24,fixed[32]byte24,fixed[32]bit24,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[26]byte32,fixed[26]bit32,fixed[32]byte32,fixed[32]bit32
2560000,8.627500,7.892350,11.861150,8.094300,11.167900,7.939600,11.867500,12.820025,11.747550,11.227100,3.148200,3.121650,4.289300,3.788575,4.462500,3.476300,4.420575,3.963250,4.432150,3.952075,3.081675,3.068450,3.483000,3.263525,3.995350,3.757075,3.976875,3.954325,3.978075,3.962375,3.734925,3.717725,3.922575,3.822875,3.932050,3.793725,3.944425,4.001300,3.483550,3.956800,3.215575,3.972950,3.415600,3.874100,3.991500,3.349725,3.937950,3.926700,3.912075,3.938700
3200000,8.707400,8.302820,12.007020,8.355260,11.507020,8.232880,12.094480,12.973060,12.093280,13.659640,3.167800,3.108400,3.883080,3.436820,4.174780,4.007340,4.535920,4.467140,4.418440,4.460980,3.072000,3.089440,3.707820,3.200860,3.978600,3.222180,3.672560,3.516340,3.668920,3.700160,3.190400,3.139300,3.471420,3.315080,3.706140,3.294560,3.726260,3.457060,3.437700,3.425640,3.174140,3.208240,3.360380,3.293120,3.383860,3.794600,3.377420,3.383560,3.373120,3.387060
3840000,8.379633,8.134133,11.791483,8.141833,11.255650,8.091683,11.952583,13.250883,11.838283,11.295017,3.599017,3.071417,4.304750,3.852617,4.355083,3.896833,4.303883,4.360733,3.859000,4.393833,3.076300,3.035900,3.849667,3.409600,3.876383,3.685650,3.859800,3.489500,3.912467,3.889533,3.586217,3.617167,3.926833,3.719600,3.832550,3.680133,3.891083,3.873067,3.912200,3.931000,3.598100,3.608000,3.820933,3.685767,3.837133,3.677017,3.783967,3.815833,3.365800,3.848000
4480000,8.406586,8.021014,11.726971,8.027886,11.178986,7.921100,11.818543,13.108771,11.706786,11.176229,3.253371,3.446329,4.222429,3.784200,4.431400,3.421229,4.266286,4.264086,4.307171,4.076643,3.395400,3.388271,3.793486,3.604414,3.784257,3.574300,3.780871,3.804800,3.966214,3.824443,3.505543,3.699100,3.859371,3.666214,3.801986,3.627914,3.761914,3.787143,4.004943,4.033729,3.654614,3.648757,3.858929,3.699771,3.797286,3.680957,3.858457,3.850543,3.966343,3.959500
5120000,8.872288,7.811300,11.606288,7.897350,11.061425,7.827075,11.709750,12.694575,12.184387,11.103625,3.401800,3.376787,4.154388,3.708250,3.907075,3.706288,4.300838,4.237463,4.151475,4.185825,3.378112,3.328813,3.709662,3.504500,3.715125,3.488212,3.742563,3.767537,3.820362,3.724613,3.450013,3.447650,3.694475,3.559150,3.704500,3.563063,3.750375,3.384962,3.706375,3.764700,3.452163,3.984025,3.700100,3.584325,3.663863,3.697563,3.690888,3.666700,3.662200,3.730938
5760000,8.278711,7.700767,11.530978,7.828689,10.970711,7.746022,11.659200,12.600844,11.856100,10.969722,3.362144,3.321422,4.249244,3.640322,4.296567,3.668922,4.254578,4.278733,4.318033,4.293322,3.289044,3.303922,3.675122,3.476378,3.684522,3.741356,3.781067,3.851600,3.646967,3.693578,3.442100,3.453289,3.827667,3.486322,3.802411,3.266767,3.648189,3.684689,3.880533,3.856633,3.443111,3.442900,3.600022,3.499978,3.655000,3.530256,3.613700,3.644878,3.746500,3.629622
6400000,8.295100,7.738510,11.544560,7.816310,10.934340,7.713610,11.590080,12.477830,11.743080,10.966100,3.449190,3.431650,4.193120,3.749820,4.254480,3.767850,4.181300,4.269240,4.180690,4.122370,3.383510,3.359520,3.774050,3.562150,3.774550,3.419900,3.788120,3.853510,3.789560,3.760750,3.478130,3.465820,3.814080,3.472900,3.737010,3.602780,3.758240,3.756740,3.761080,3.749780,3.148250,3.498550,3.693500,3.605900,3.706100,3.613700,3.715210,3.796720,3.728710,3.707600
12800000,8.573435,7.439150,11.604275,7.983880,11.134155,7.712125,11.676500,12.411660,11.737680,10.783175,3.242375,3.198415,3.930285,3.483345,3.970735,3.644590,3.948285,3.981060,3.933880,3.971700,3.134805,3.117555,3.484775,3.284095,3.494060,3.271640,3.492190,3.494220,3.487120,3.512010,3.231140,3.259025,3.486490,3.464695,3.506310,3.381940,3.493380,3.489600,3.486000,3.497195,3.235265,3.233200,3.434035,3.318250,3.437580,3.331580,3.444015,3.450080,3.445315,3.447770
19200000,8.211657,8.225363,11.901613,8.194977,11.042683,8.035660,11.603200,12.650423,11.529057,11.187360,3.284617,3.374310,3.961223,3.637813,3.966943,3.621623,3.939147,4.088520,3.941690,4.120163,3.287850,3.116380,3.634103,3.366857,3.632193,3.375107,3.626043,3.484627,3.706497,3.500213,3.356357,3.249077,3.602140,3.319933,3.654207,3.459833,3.605353,3.628883,3.481827,3.495210,3.383180,3.334853,3.529170,3.309953,3.660617,3.409863,3.560327,3.426600,3.559023,3.428087
25600000,7.536730,7.302935,11.923782,8.228170,11.597418,8.159250,11.710335,12.624417,11.977455,11.310505,3.309967,3.252775,3.984605,3.533568,4.006100,3.518312,3.998852,3.992750,3.940358,3.983202,3.144007,3.207105,3.522875,3.286847,3.499068,3.283025,3.509698,3.498158,3.484647,3.512268,3.247692,3.277900,3.482102,3.340120,3.492513,3.325925,3.466627,3.483110,3.470815,3.604375,3.244848,3.226480,3.489495,3.304275,3.416670,3.301480,3.405378,3.496950,3.479355,3.706867
32000000,7.189574,7.061734,11.035920,7.642654,10.555708,7.446528,11.008350,12.006804,11.044742,10.483914,2.605894,2.534668,3.231504,2.799086,3.252970,2.800546,3.282582,3.253310,3.274312,3.253564,2.464318,2.401112,2.826456,2.612994,2.783332,2.544256,2.749200,2.764836,2.802486,2.814256,2.562588,2.549760,2.831510,2.654632,2.760362,2.589068,2.805616,2.840084,2.745672,2.869128,2.626752,2.524152,2.684962,2.577494,2.742200,2.652744,2.753762,2.742246,2.732514,2.688648
38400000,6.797940,7.055858,10.553005,7.205313,10.000878,7.091510,10.528172,11.518498,10.507900,9.975973,2.116860,2.073595,2.777872,2.291712,2.793482,2.285693,2.740843,2.826278,2.783003,2.763493,1.970498,2.020803,2.271553,2.071653,2.279315,2.091830,2.285585,2.307255,2.296448,2.277395,2.081008,2.053883,2.241018,2.167870,2.300362,2.144823,2.314770,2.326400,2.292558,2.309335,2.038133,2.055235,2.234398,2.119655,2.242567,2.120528,2.240772,2.234867,2.216557,2.171690
44800000,7.131089,7.688953,11.385874,8.334783,10.841520,8.174460,11.371737,12.245157,11.370633,10.822154,2.937956,2.909276,3.600313,3.171791,3.629610,3.145676,3.580961,3.620860,3.578306,3.624019,2.771987,2.787181,3.127697,2.929670,3.139449,2.912147,3.123379,3.129130,3.164103,3.133781,2.875329,2.897320,3.126137,2.966010,3.120257,2.974246,3.129237,3.170984,3.094211,3.136929,2.870030,2.867436,3.055919,2.947409,3.056780,2.933907,3.041949,3.056689,3.083464,3.063904
51200000,7.012295,7.662600,11.097946,7.995016,10.665816,7.993943,11.133391,12.086355,11.164270,10.611539,2.730377,2.712873,3.445219,2.989247,3.445937,2.966575,3.397782,3.471478,3.444464,3.487974,2.657479,2.570946,2.948705,2.710484,2.946700,2.776222,2.930686,2.954656,2.973456,2.969136,2.752323,2.694990,2.975083,2.776484,2.957479,2.803434,2.883420,3.016322,2.926940,2.964759,2.693561,2.691134,2.837686,2.736852,2.899886,2.739630,2.990200,2.902763,2.867739,2.889487
57600000,7.419422,8.020413,11.223002,8.354872,10.755390,8.345754,11.298123,12.151952,11.254153,10.734234,2.864918,2.823573,3.506498,3.118283,3.543606,3.113426,3.543054,3.581299,3.504967,3.820582,3.016522,2.980359,3.043784,2.840883,3.056406,2.839397,3.077012,3.154123,3.108143,3.063844,2.892674,2.835907,3.075856,2.899631,3.055263,2.932140,3.064811,3.127978,3.107496,3.038642,2.810888,2.807350,3.012732,2.880260,2.998629,2.888208,2.979384,3.069877,3.016301,2.990672
64000000,6.879760,7.488110,10.967968,8.230285,10.441617,8.268120,10.905573,11.924609,10.937073,10.442824,2.492237,2.483034,3.182137,2.781319,3.211148,2.761329,3.165449,3.216019,3.186874,3.224448,2.403449,2.365542,2.734330,2.505243,2.729599,2.531852,2.707283,2.788301,2.733551,2.760452,2.763766,2.477274,2.754683,2.601200,2.714981,2.586076,2.770338,2.723776,2.774841,2.751375,2.525577,2.462431,2.644201,2.532256,2.664603,2.542847,2.669656,2.656455,2.676405,2.694882
128000000,7.116745,7.728860,11.052247,8.847848,10.492057,8.981450,10.974903,12.141796,10.943267,10.523378,2.564017,2.529503,3.179483,2.749604,3.227124,2.735803,3.176808,3.243457,3.189162,3.215683,2.409410,2.408807,2.720540,2.504230,2.714362,2.501743,2.710160,2.740193,2.733232,2.763354,2.506697,2.478839,2.724696,2.576786,2.731986,2.579741,2.720878,2.737394,2.719742,2.741190,2.489353,2.478391,2.646739,2.569488,2.662370,2.550768,2.665808,2.658355,2.657947,2.688191
192000000,7.181097,7.565163,10.544147,8.174406,10.203979,8.620799,10.685947,11.645819,10.551332,10.209039,2.237308,2.252358,3.045678,2.621994,3.079967,2.593581,3.042750,3.161317,3.039092,3.074080,2.250683,2.247388,2.568396,2.359112,2.577364,2.381241,2.596633,2.595879,2.576068,2.584987,2.386612,2.377188,2.556870,2.449587,2.581921,2.433188,2.586782,2.576818,2.596761,2.592661,2.353222,2.333303,2.499713,2.414526,2.531299,2.410402,2.507031,2.520704,2.518330,2.569913
256000000,7.223254,7.633440,10.532355,8.160951,10.192606,8.545044,10.541673,11.622839,10.559698,10.214609,2.208576,2.289979,2.972464,2.554833,3.003471,2.535150,2.958809,2.997838,2.965416,3.038964,2.055014,2.049943,2.508326,2.295493,2.507632,2.293829,2.504114,2.520303,2.495266,2.525033,2.300260,2.275561,2.501053,2.371487,2.523085,2.363133,2.500444,2.526666,2.509987,2.516850,2.277903,2.262280,2.432657,2.335298,2.460493,2.331639,2.434718,2.452548,2.436875,2.446797
320000000,7.139625,7.859032,12.051099,9.766529,11.809877,10.278778,12.146259,11.802326,12.063636,11.803310,2.388821,2.583847,2.936404,2.515217,2.953732,2.513624,2.916584,2.947594,2.904136,2.948493,2.113285,2.120546,2.449101,2.237259,2.459147,2.248318,2.467550,2.474568,2.443591,2.470876,2.245621,2.203412,2.437190,2.292905,2.466376,2.317693,2.456551,2.468831,2.458903,2.475397,2.223863,2.212295,2.386213,2.283016,2.399063,2.315920,2.413559,2.398403,2.394174,2.402000
384000000,7.565437,7.819813,12.106671,9.750965,11.652728,10.071830,12.303741,11.658659,12.116290,11.674550,2.452530,2.471138,2.888483,2.546683,2.930813,2.508367,2.888168,2.917637,2.878821,2.930721,2.113050,2.105421,2.452139,2.240213,2.461572,2.228792,2.440351,2.471394,2.414600,2.430860,2.219716,2.207629,2.422468,2.301259,2.431116,2.267682,2.440263,2.470550,2.417979,2.445697,2.219867,2.213903,2.399437,2.255115,2.365861,2.257877,2.364361,2.399391,2.355269,2.366041
448000000,7.161652,7.777613,12.050001,9.656490,11.682212,10.010075,12.219565,11.684809,12.027596,11.695561,2.382550,2.498890,2.862981,2.522752,2.894484,2.507663,2.897432,2.919605,2.872597,2.931189,2.059476,2.040035,2.423186,2.187379,2.404715,2.189552,2.413006,2.424165,2.405641,2.416538,2.182545,2.175231,2.400358,2.282471,2.417709,2.278546,2.422520,2.417251,2.398907,2.419936,2.171092,2.184497,2.334862,2.320446,2.337638,2.225768,2.338687,2.357935,2.327710,2.352081
512000000,7.150837,7.779811,12.078606,9.658288,11.854581,10.015822,12.147424,11.711378,12.069562,11.713386,2.400699,2.500490,2.858015,2.601322,2.885025,2.539760,2.851684,2.887186,2.852516,2.885121,2.016600,2.041227,2.380419,2.178827,2.396730,2.184251,2.389624,2.390834,2.373724,2.391601,2.172207,2.172716,2.402915,2.252782,2.393983,2.253124,2.385875,2.398070,2.377683,2.390782,2.158081,2.151819,2.320184,2.208398,2.334684,2.212484,2.328622,2.339014,2.324131,2.333305
576000000,7.129632,7.724792,11.967810,9.504801,11.596292,9.848142,12.038754,11.596865,12.008389,11.593718,2.380823,2.463863,2.885485,2.598018,2.927871,2.597714,2.890235,2.925312,2.886664,2.924255,2.006677,2.056073,2.419032,2.219263,2.428345,2.211523,2.420192,2.431357,2.416055,2.429779,2.150066,2.171984,2.414943,2.281173,2.442695,2.285148,2.419298,2.439532,2.413773,2.440656,2.189875,2.194663,2.363701,2.250145,2.368918,2.247363,2.354822,2.361900,2.348336,2.374384
640000000,7.091519,7.700842,11.921164,9.489361,11.656194,9.911563,12.026383,11.693700,11.930649,11.661137,2.384653,2.477459,2.794768,2.521708,2.864392,2.564075,2.796631,2.863571,2.797705,2.864908,2.007767,2.066190,2.357101,2.166370,2.369727,2.165052,2.370804,2.378775,2.356590,2.374596,2.162146,2.165024,2.365048,2.222926,2.382975,2.226955,2.354890,2.380401,2.364772,2.382506,2.153716,2.137987,2.293346,2.195107,2.307552,2.190274,2.298815,2.313651,2.294100,2.307290
1280000000,7.501324,7.676895,11.905883,9.445633,11.591228,9.778670,11.983940,11.653874,11.900861,11.597395,2.396348,2.479003,2.804954,2.559169,2.865325,2.589086,2.802614,2.869456,2.801993,2.872921,2.010167,2.064233,2.381563,2.244964,2.389886,2.260325,2.383894,2.394615,2.412424,2.392907,2.135712,2.170711,2.386467,2.280254,2.390343,2.271941,2.377413,2.397075,2.378139,2.433041,2.133504,2.160897,2.312970,2.211466,2.326904,2.210144,2.316889,2.327544,2.310132,2.327596
1920000000,7.045856,7.629347,11.858493,9.401729,11.567746,9.694502,11.947362,11.613792,11.866995,11.560711,2.423602,2.472575,2.776547,2.496461,2.827198,2.546130,2.760099,2.829755,2.757328,2.831480,2.016049,2.063135,2.332800,2.203564,2.355949,2.236263,2.334666,2.356354,2.331664,2.357639,2.124314,2.156811,2.351785,2.256505,2.361215,2.271378,2.344935,2.368591,2.351674,2.371926,2.112099,2.147156,2.291898,2.211463,2.306598,2.217327,2.290682,2.308909,2.297018,2.305979
2560000000,7.049424,7.594883,11.837395,9.354373,11.563054,9.666040,11.929320,11.543846,11.835630,11.534370,2.432560,2.504647,3.045841,2.749811,3.078769,2.807670,3.029792,3.075669,3.028682,3.075137,2.155625,2.182688,2.338267,2.214206,2.370450,2.261934,2.341685,2.368950,2.344791,2.369799,2.143497,2.169677,2.374152,2.293849,2.381666,2.302800,2.366433,2.382486,2.365823,2.380874,2.119417,2.146341,2.306441,2.235350,2.317808,2.245047,2.304614,2.316035,2.304090,2.318275
3200000000,6.998291,7.563756,11.818378,9.348192,11.529244,9.668166,11.962647,11.619238,11.846506,11.514976,2.407618,2.482242,3.016505,2.736696,3.066497,2.784905,3.011805,3.061064,3.007240,3.063180,2.144889,2.182923,2.326613,2.197333,2.341379,2.221532,2.324874,2.343855,2.325457,2.343347,2.139805,2.161561,2.350144,2.257788,2.352835,2.274486,2.343104,2.355804,2.350767,2.350973,2.110923,2.138779,2.276452,2.208285,2.295531,2.236310,2.274452,2.298332,2.274491,2.296779
3840000000,6.988092,7.528578,11.778037,9.319246,11.503772,9.583121,11.885307,11.516291,11.785845,11.513588,2.398522,2.469549,2.995450,2.710962,3.050787,2.765709,2.996407,3.054665,2.996676,3.057477,2.141386,2.166727,2.326309,2.192599,2.344086,2.237966,2.325494,2.343008,2.322330,2.341704,2.136351,2.160320,2.336432,2.253258,2.355060,2.276371,2.338613,2.357890,2.343696,2.365943,2.110207,2.134401,2.276720,2.209753,2.302798,2.225077,2.275349,2.292933,2.277186,2.292394
