Elements,fixed[F]1,fixed[$\ell$]1,byte[F]1,byte[$\ell$]1,bit[F]1,bit[$\ell$]1,fixed[26]byte1,fixed[26]bit1,fixed[32]byte1,fixed[32]bit1,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[26]byte8,fixed[26]bit8,fixed[32]byte8,fixed[32]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[26]byte16,fixed[26]bit16,fixed[32]byte16,fixed[32]bit16,fixed[F]24,fixed[$\ell$]24,byte[F]24,byte[$\ell$]24,bit[F]24,bit[$\ell$]24,fixed[26]byte24,fixed[26]bit24,fixed[32]byte24,fixed[32]bit24,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[26]byte32,fixed[26]bit32,fixed[32]byte32,fixed[32]bit32
4480000000,60.546660,68.025540,58.890260,55.944470,61.538080,60.945220,57.981770,62.450840,61.721420,63.429850,47.054580,49.122170,52.644590,51.383320,62.553860,56.465440,53.347630,63.791710,54.037550,64.156170,48.189500,52.229010,53.392680,52.193400,62.735250,56.606930,54.219950,65.116390,53.638960,63.810760,50.144210,51.152120,55.419840,54.915050,65.261010,59.547130,55.916870,66.212740,56.047470,66.619380,51.630500,53.747100,57.547630,57.102840,66.208610,60.109580,59.203160,68.558260,60.484730,68.331220
5120000000,61.531660,69.741780,61.905750,60.759230,64.750560,64.968240,61.775790,65.761400,62.105810,66.246130,49.995660,53.720140,57.549480,55.968400,66.880210,60.490010,58.026940,68.708700,59.528410,69.025360,51.365830,54.143330,57.696490,57.176150,67.807610,62.568240,58.692260,70.466750,58.609270,69.819430,53.661780,57.121030,60.455980,59.339950,70.008870,64.541950,60.585080,71.501380,61.098710,71.376990,56.040240,59.085880,64.003810,62.523500,72.739080,66.785590,64.538190,73.850780,64.552380,74.757280
5760000000,63.524860,72.277690,66.707740,64.901360,69.464370,69.946300,67.170900,70.796390,67.113160,69.941710,53.310780,57.703390,61.804470,60.441590,71.552580,64.817790,62.720460,73.155220,63.016310,73.667020,55.294660,58.661860,62.383980,62.284020,73.045400,67.015870,63.458130,74.828130,65.745680,74.748850,58.754280,60.684110,65.339580,64.836400,75.097330,69.710390,65.930870,77.270350,66.166900,77.151380,61.110970,63.861640,69.025160,67.583780,77.834870,71.427260,69.145230,79.601400,69.189950,80.031160
6400000000,65.101290,73.894540,70.628570,68.391180,72.263530,73.118600,70.598540,73.570830,70.080680,73.050670,55.458340,60.401070,64.797890,63.683030,74.692750,68.593840,65.740960,76.679640,65.696100,76.934270,58.518380,61.955490,65.742490,65.835050,76.304620,70.843630,67.081280,79.449880,67.127730,78.428820,60.875270,67.455820,69.254340,68.408940,78.865830,73.932590,69.416870,80.657360,70.621800,82.466210,63.776280,66.707510,72.193090,71.468850,82.040390,75.555480,72.643970,83.537280,73.180600,83.665360
12800000000,70.170120,81.262760,86.213560,84.152580,87.285430,89.167820,86.112770,88.961590,86.137000,88.811730,67.399970,74.047640,79.981440,79.105970,90.255680,84.469540,81.441690,92.958600,81.033670,93.186350,70.694680,76.964810,81.771510,81.526800,92.041500,86.776180,82.553300,95.027890,82.292480,94.764550,74.688670,78.437960,84.297350,83.790910,94.527940,89.783760,84.798030,96.816850,84.965570,97.085250,78.131270,81.890990,88.859380,89.570700,98.320060,92.993720,88.975430,100.961310,89.353460,100.701260
19200000000,72.306310,84.456880,92.611380,92.249560,93.322070,96.799380,92.700560,94.916180,93.344460,94.639300,72.192490,79.030130,85.483260,84.254700,96.151140,90.704250,86.926410,98.732580,87.049930,99.053210,75.696420,81.249720,86.896570,86.805350,97.547010,92.237650,88.064680,100.889110,88.330890,101.191440,79.268320,83.061400,89.037260,88.694950,99.627280,94.917240,89.903580,103.378410,90.319730,103.009980,83.804040,87.193330,94.141300,93.280450,104.379150,98.642020,94.857350,107.205010,95.188380,107.270980
25600000000,74.466350,87.576580,99.473820,97.734790,99.274390,103.437290,99.134170,100.715810,99.672600,101.062230,75.655880,82.098410,88.538950,87.816020,99.370000,93.541860,90.219510,101.958400,89.793890,102.171640,78.657840,84.681650,90.226880,90.047650,101.145610,96.409730,90.975740,105.092970,90.928110,104.156310,82.556910,87.578510,92.786870,92.597430,103.650580,99.004630,93.521270,106.178740,93.381830,106.158660,86.766590,91.227360,97.984400,96.811360,107.800510,102.740200,98.262400,110.633650,98.282120,110.682880
32000000000,76.022420,90.427070,105.537390,102.512890,105.806230,108.495410,106.054770,107.520560,105.784660,108.041750,78.776060,84.635860,91.300630,90.746830,101.894610,96.409970,92.330940,104.553220,91.986740,104.457010,80.901420,86.987140,92.627630,93.082730,103.715490,98.797200,93.774200,106.810570,93.592750,108.494470,84.216640,89.428570,95.143030,95.218450,105.693100,100.913910,95.677750,108.314470,96.989070,108.354640,88.967740,93.521800,100.639980,99.358840,110.802050,105.602230,100.704770,113.271380,101.363710,114.462490
38400000000,75.782710,91.198660,108.464420,104.459920,108.821000,110.490740,108.443510,111.295600,108.259390,110.948480,78.337530,84.632210,91.560310,91.663380,102.434420,96.823650,92.894070,104.864380,92.724970,105.036020,81.423440,86.963720,92.872340,92.722020,104.694540,98.940010,94.512020,106.669450,94.351720,106.607420,85.483290,90.458370,95.133970,94.882600,107.128160,101.418970,96.721000,109.478960,96.682830,109.131310,89.426600,93.649290,101.057850,99.556520,111.543620,105.624930,101.860780,113.014520,102.063610,113.622030
44800000000,76.678350,91.334450,111.120780,106.034330,112.817020,112.582090,111.333990,114.951140,111.623640,114.735860,79.349930,85.251730,92.517280,92.800400,103.371370,97.872170,93.749360,106.138620,93.998950,106.351540,82.766090,87.859430,93.588090,94.039830,105.037030,99.849350,94.702950,108.270770,96.819820,108.073950,86.412850,91.310710,96.208280,96.005630,107.572520,102.479580,97.250270,110.317970,97.345370,110.022640,90.138310,95.135400,101.746580,100.675310,112.409580,106.700580,102.685790,114.849790,102.753140,115.090510
51200000000,77.428560,92.703200,114.649730,107.948490,116.827850,115.695380,114.882110,120.921690,115.533820,119.159230,81.005090,86.539080,93.552250,94.092320,104.932290,99.199960,95.325480,107.659810,94.892190,108.065640,84.447980,89.194590,94.752460,94.442800,106.632710,100.930740,96.372320,109.770780,96.693000,109.561850,87.986210,92.705370,97.259170,97.216910,109.204030,103.916410,99.117140,111.071450,99.095640,111.318110,91.755100,96.724350,102.889210,101.809080,113.766050,107.778760,104.468180,116.235520,104.677580,116.160210
57600000000,79.296830,95.030160,117.348570,111.075590,120.268210,119.436720,118.041940,122.664070,118.007870,122.425120,83.149530,88.797340,95.179530,96.420000,106.041610,100.862600,96.320850,108.550920,96.420670,108.952440,86.267340,91.131190,96.232550,95.940330,107.711600,102.677960,97.439990,110.058800,97.348650,110.144590,89.817150,94.739570,99.048520,98.690960,110.410780,105.292410,100.117210,112.173870,99.944690,112.155710,93.548920,97.956180,104.674690,103.369310,115.483910,109.861240,105.515820,117.272290,106.989840,117.544570
64000000000,79.045020,95.494400,119.114560,111.681490,122.031500,120.299370,119.716540,124.643330,120.016670,125.163580,83.087200,88.717510,96.078760,98.272080,106.810240,101.952360,97.747540,109.914780,97.439110,109.575180,86.769210,91.570020,96.962820,96.897560,108.394850,103.244150,97.828210,111.457720,97.886080,111.297940,90.192420,95.222910,99.305350,98.874810,110.765240,105.623480,100.065410,113.270470,100.070350,112.987150,93.891770,98.603450,104.841800,103.847790,115.724380,110.850080,105.777760,117.876750,105.753740,118.158720
128000000000,80.784370,99.861700,127.932620,118.493610,132.391640,131.354860,127.975550,135.277940,128.366550,135.320970,85.370680,94.068980,106.578770,104.975010,117.691980,111.592380,112.030760,120.654380,111.160410,120.687640,90.525660,94.894880,99.360020,102.675490,110.788050,107.340520,100.080200,113.822960,101.969280,113.328080,95.245840,99.112460,100.812710,104.065940,113.009220,108.095180,101.852840,115.123190,102.663430,114.845400,99.346920,102.739280,106.928800,106.176100,118.197450,113.537080,108.177310,121.762960,108.414880,120.027190
192000000000,87.362780,106.238360,135.280040,127.364290,140.127950,143.118360,135.844460,143.611970,136.098020,143.797050,90.079120,98.215690,117.473900,115.487380,133.681640,126.262600,123.360750,137.062180,123.177570,138.593520,94.907650,100.586990,107.189320,111.205200,118.918320,119.191110,108.993710,125.390670,109.093320,120.494240,100.634120,104.994740,106.135640,113.701770,132.263420,125.988530,117.016100,119.842900,109.263920,140.769270,105.183360,108.030130,129.194480,115.071600,146.092220,128.989190,110.861540,122.974230,126.120310,149.257280
