Elements,fixed[F]1,fixed[$\ell$]1,byte[F]1,byte[$\ell$]1,bit[F]1,bit[$\ell$]1,fixed[26]byte1,fixed[26]bit1,fixed[32]byte1,fixed[32]bit1,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[26]byte8,fixed[26]bit8,fixed[32]byte8,fixed[32]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[26]byte16,fixed[26]bit16,fixed[32]byte16,fixed[32]bit16,fixed[F]24,fixed[$\ell$]24,byte[F]24,byte[$\ell$]24,bit[F]24,bit[$\ell$]24,fixed[26]byte24,fixed[26]bit24,fixed[32]byte24,fixed[32]bit24,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[26]byte32,fixed[26]bit32,fixed[32]byte32,fixed[32]bit32
128000,74.707470,75.232340,87.892300,82.349610,92.668840,85.866900,88.254500,91.588030,88.636550,92.055760,67.065910,69.312890,77.751340,72.528890,78.249740,79.007580,79.003440,81.198860,79.855140,81.652620,64.075420,66.874730,74.130000,69.693640,75.434770,73.671820,76.685740,78.693230,75.518860,78.332320,62.813100,64.234030,71.746530,67.815090,74.936830,73.085740,73.308110,76.595620,73.168460,76.939720,64.161960,65.629840,73.436950,68.926720,75.746850,72.650350,74.623810,78.843690,74.874290,80.062910
192000,77.040510,77.403840,90.417940,84.055810,95.513450,88.172530,90.325790,94.856530,90.677090,95.536060,70.714050,73.031540,81.278710,77.354650,81.615930,82.888610,82.554900,84.574640,82.494990,84.876910,67.327490,69.723030,77.833050,72.772630,78.807790,77.406490,79.634770,81.796550,79.072760,81.678170,66.306230,68.081960,76.009460,72.040420,78.881130,77.389100,78.225180,80.885180,77.708050,81.191120,66.656440,68.095150,76.804010,71.619010,79.883930,76.046740,77.645300,82.709370,77.613000,83.148890
256000,79.739160,80.017020,92.732370,86.843850,99.004660,91.405600,93.237570,97.688870,93.296600,98.088210,73.396790,75.858770,85.524440,80.143230,84.733330,85.822070,86.686450,88.016290,87.374760,88.208040,69.332000,72.729010,81.152020,75.776260,81.340380,80.350820,83.626830,85.045670,82.079290,84.894970,68.408940,69.090740,78.423840,74.212880,80.687410,79.196840,80.360720,82.865070,80.040120,83.601290,68.834920,70.772980,80.081070,74.890250,83.487490,79.969450,81.284370,85.547930,81.029410,86.154550
320000,81.804500,81.023130,93.648410,87.259260,100.429550,92.715940,94.294520,99.371780,94.423390,99.243570,75.033950,76.935350,86.721110,81.509630,86.480410,87.294870,87.677120,89.380940,88.155860,89.619090,71.361200,74.000580,82.668210,77.355270,83.387630,82.564720,84.188740,86.493320,84.131790,86.222750,70.403590,71.142180,80.707490,75.700870,83.166840,81.994000,82.510530,85.199150,82.396960,85.463570,72.037270,71.600780,81.776790,75.995570,83.996590,81.958570,82.317110,87.056260,82.093430,87.663770
384000,84.030000,82.978080,94.927040,89.382600,102.207170,93.869850,95.280090,100.880740,95.844500,100.889840,76.541130,78.645970,87.993510,83.094450,88.089900,89.827490,88.957500,90.712820,89.882500,91.264500,73.315400,76.031100,84.489950,79.172540,85.006090,84.357230,85.944780,88.003620,85.695410,88.262890,72.200480,73.287070,82.669540,77.687610,85.171780,84.260980,84.640820,87.460220,84.291640,87.732830,71.772030,73.433440,83.001440,77.778490,85.897730,83.281510,83.730720,89.036670,83.544220,89.415300
448000,85.704710,83.941310,96.184380,90.588000,103.861670,95.413340,96.939060,102.484340,97.088260,102.825240,78.875330,80.442380,89.987090,85.080000,89.653150,90.989810,90.761310,92.538180,91.204100,93.363670,74.527960,77.459030,85.665690,80.323630,86.413600,86.087420,87.324210,89.524050,87.057060,89.646660,73.812000,74.106620,84.347800,79.634480,86.990950,85.935260,86.163640,88.522500,86.007240,89.227870,72.950120,74.686970,84.236580,79.090870,87.781030,85.015200,84.994520,90.301400,85.164420,90.737480
512000,87.680990,84.993430,98.490740,91.614490,105.393040,97.098060,98.262230,103.485760,98.807780,103.798150,78.988150,80.914920,91.151090,86.258830,91.350390,92.383190,93.085160,94.169790,93.598730,94.738230,75.616170,79.014960,87.246990,81.986500,87.796330,87.656490,88.964120,91.084110,88.605340,91.217400,74.431030,74.764270,84.675440,79.968130,87.478250,86.358820,86.523120,89.293960,86.179700,89.726580,75.708550,76.431150,85.832980,80.770290,89.305390,87.269650,86.667470,92.028910,87.261910,92.249880
576000,87.470660,84.596220,97.963290,91.050830,106.007240,96.736670,98.700610,104.182510,99.006790,104.307210,79.097020,80.903960,90.832340,86.256770,91.934890,93.442590,92.026890,95.120700,92.557600,95.142690,76.502330,78.743800,88.034400,82.675870,89.277340,88.929450,88.710110,92.186730,89.173320,92.252570,75.313990,75.545310,85.704680,80.713800,88.064180,87.536880,87.029420,90.081140,86.570030,90.739230,75.028830,76.158390,86.547960,81.522140,89.618450,88.664460,87.315480,92.684620,87.276240,93.519430
640000,88.526340,85.508720,98.185730,91.799880,106.240680,97.494740,98.935010,104.706470,99.437410,104.997650,80.278000,82.371040,91.736240,86.871280,92.622600,93.541500,92.825190,95.140230,93.354800,96.012500,77.378400,79.805360,88.294950,83.257020,89.287720,89.291960,89.387750,92.661790,89.531450,92.480170,76.154940,76.648000,86.249930,82.129030,89.263440,89.099100,88.248120,91.178830,87.865600,91.405470,75.419570,76.717100,86.962900,81.887790,90.444870,88.541060,87.720020,93.271350,87.520100,93.499980
1280000,98.494140,92.404570,104.754820,97.704970,112.883270,103.843770,105.491540,110.696800,105.498540,111.178030,85.566690,87.598760,97.972260,92.647990,98.962600,99.899830,98.716700,102.074680,99.417940,103.116370,83.069330,85.815180,94.582250,89.890220,96.195100,96.393880,95.816360,99.798380,95.968810,100.256330,82.991240,83.739370,93.481740,88.789710,96.253170,96.809200,94.874190,98.171470,94.658390,98.348270,81.534420,82.878030,93.434710,88.949560,97.291760,96.321470,95.258440,100.431180,95.137460,100.782460
1920000,107.032980,97.230590,109.447020,102.306600,117.432350,107.942240,110.037980,115.208120,110.215690,115.378930,91.164200,92.335330,102.425260,97.291530,103.573200,104.859730,103.726670,106.866290,104.318160,108.652230,87.466110,90.548990,99.115850,94.888400,100.507500,101.619770,100.195630,104.934430,100.705450,105.731950,87.060250,87.816740,97.701660,93.051370,100.754230,100.958910,98.892850,103.653740,98.806240,102.938600,86.121190,88.530220,98.484600,93.695230,101.780770,101.329220,99.485780,105.163140,100.135740,105.101110
2560000,115.101040,99.680880,112.149360,104.327750,120.687460,111.217170,112.597590,118.301690,113.004780,118.526790,94.126750,95.246060,105.363700,100.199930,107.179680,107.955920,106.648270,111.361850,106.795300,113.144150,90.240040,93.111940,102.186130,97.440140,105.124490,104.578820,103.242850,108.344720,103.560960,109.919280,90.336050,91.618010,101.147990,96.287570,104.331040,105.337430,102.371470,107.132930,102.695810,106.399590,88.968080,91.079230,101.724580,96.899800,105.135460,104.518070,103.280600,108.356100,103.294410,109.338300
3200000,123.570260,103.120580,115.605520,107.834090,124.037090,114.018600,116.014180,122.181670,116.479990,122.454690,98.394320,98.762910,108.974320,104.461270,111.098870,111.981430,110.397190,115.799560,110.887650,118.019480,93.935830,96.612350,105.713760,100.872440,108.854210,108.353660,106.887180,113.405170,107.279690,114.453160,94.162880,95.701030,106.119320,100.815790,110.505780,109.526640,107.114450,113.384080,106.967990,112.627990,92.545050,94.631470,105.292510,100.236310,108.818120,108.488090,106.582200,111.844150,107.181670,112.689060
3840000,130.264300,105.191680,117.559790,109.613720,126.645360,116.090470,117.804890,124.439350,118.645450,125.530170,102.073860,101.443160,112.698830,106.811110,113.512080,114.435040,113.642880,118.076550,113.865390,121.016590,96.881490,99.480320,109.117390,103.734920,111.036650,110.701790,109.874040,116.020390,110.271830,116.772810,95.359720,96.951750,107.301560,101.690880,110.630910,110.234220,108.092490,113.790940,108.409930,113.089270,94.776480,97.003980,107.540850,103.077120,111.229470,110.892610,108.990920,114.455490,109.390480,114.996590
4480000,134.737940,106.896370,120.664460,111.627160,130.010390,118.564830,121.151270,127.621030,120.752560,127.960990,103.657820,102.796040,114.542580,108.404380,117.302870,117.145720,115.740070,121.603860,116.206300,123.932790,98.159740,100.387420,110.289930,105.295810,115.007580,113.065590,111.658490,118.232530,112.203970,119.619110,96.720500,99.048810,108.468450,102.994850,112.455330,113.045150,111.262110,116.367780,109.780850,115.329430,96.855970,98.603930,110.451030,105.336100,113.951820,113.280630,111.938150,117.454710,111.979620,117.920670
5120000,135.602010,107.268870,121.078220,112.077760,130.661830,119.657470,121.018030,128.514360,122.043590,128.774250,104.749950,103.700570,115.985190,109.332790,117.646540,117.032590,116.721970,122.203500,117.187130,124.921260,99.737280,101.537500,111.290480,106.344070,115.462330,114.172150,112.653210,119.365370,113.112850,120.178830,98.266040,99.982790,110.115000,105.015260,114.419610,114.044700,111.168620,118.043030,111.417390,117.227070,97.536570,99.401560,110.910540,105.438530,114.335640,113.432240,112.795560,117.932480,113.304960,118.381270
5760000,140.523490,108.382570,122.506570,113.957310,133.436320,120.356670,122.404110,130.031430,123.369100,130.810510,106.339180,105.202400,117.227990,110.603270,119.285650,118.200930,118.043840,123.492480,118.570090,125.713860,100.743970,102.728690,112.515970,107.956640,116.963310,114.867090,113.534790,121.123980,114.138790,121.931100,99.925010,101.438100,111.635670,106.447570,115.734930,115.569800,112.492100,119.360480,112.740510,119.654030,98.854790,100.927940,111.992570,107.100080,115.381210,114.993610,114.018760,118.794820,113.898830,119.568500
6400000,142.729070,110.024600,124.842810,115.605540,134.878780,121.687820,125.148430,132.224980,124.899910,132.355260,108.319640,106.149530,119.519940,112.555690,121.083730,120.284090,119.784960,126.197860,119.726980,127.891190,103.048640,103.957460,114.988350,108.453710,118.504850,116.160100,115.531770,122.942310,115.805690,123.795700,101.520560,102.551990,114.994600,108.396000,119.626510,117.500670,115.248150,122.476590,115.278490,122.013360,100.190030,102.096400,113.913070,108.480960,117.341030,116.836580,117.689210,120.582430,115.686520,121.029480
12800000,155.008160,116.226820,135.690190,123.923310,146.260780,130.651140,135.156260,143.243430,135.921300,143.662880,120.168330,113.160360,127.653650,118.638900,132.100900,128.666590,128.780490,135.446030,128.321080,136.930740,111.411320,110.376070,122.450280,115.166910,127.501300,123.644110,123.479020,131.630430,123.561330,132.113990,110.216100,109.808430,121.933230,114.552290,128.574900,125.028920,123.100160,131.476430,123.307040,131.214630,107.905330,108.154180,121.388790,114.761500,124.966060,123.926170,123.178130,129.344700,125.323770,130.215680
19200000,166.118410,121.402120,142.515220,127.844060,154.343980,135.652550,142.657360,151.928340,143.257390,151.931230,130.051190,117.358780,132.061390,122.333340,135.743740,131.891100,133.164540,140.479210,133.918610,142.377990,117.741750,113.986620,126.790910,119.042360,132.105270,128.007460,128.365240,136.389330,128.518050,136.685880,114.540490,112.159760,125.237220,117.038720,131.368820,128.355090,126.557000,134.847810,126.451900,134.673440,113.926410,111.894850,125.982040,118.364270,130.013030,128.843540,127.948910,135.016650,127.492890,135.705310
25600000,165.251240,123.491100,147.248730,130.891170,159.640940,138.543740,147.410480,155.211590,147.981580,155.931910,137.170330,119.836770,135.566260,124.527460,139.197680,135.313230,136.325640,143.294010,136.687410,145.049980,123.736090,116.852970,129.702460,120.846980,134.959350,130.493070,130.640060,138.782220,131.120570,139.091900,118.816380,115.246780,129.525300,120.432120,136.280630,131.743840,130.662850,138.821410,130.516530,138.710630,116.073260,113.944570,128.257190,120.355810,132.235660,130.470520,129.916460,137.076050,130.007820,138.628210
32000000,174.036280,132.309120,150.459640,133.553790,164.843540,141.791460,151.923060,159.567980,151.582650,160.954560,143.729400,121.635330,137.325560,126.101890,140.452560,136.446780,138.997180,144.740570,138.682250,146.297690,127.499500,118.261250,131.039940,122.686180,135.751790,131.146140,132.280520,140.284380,133.004730,141.389250,118.857070,115.298280,128.688170,120.624920,135.605680,130.704910,129.785880,138.183920,129.926950,138.376220,118.166610,115.254410,129.577630,121.759420,133.582680,131.451320,131.327200,139.950440,131.067810,140.201300
38400000,184.994100,142.329220,153.775980,134.743670,167.370820,142.744590,155.322870,165.123410,154.939170,165.204740,148.889320,122.508010,139.896470,126.730950,142.158260,137.878750,140.496130,148.813100,140.882840,148.425130,129.711550,118.687440,132.472530,123.916660,137.245490,132.049440,133.254030,141.660540,133.847790,142.830960,122.935940,116.832390,130.298560,121.501350,137.627660,133.076870,131.989820,140.280150,132.298270,140.590030,122.361310,116.241610,131.145000,123.063400,136.175670,133.485160,133.060730,142.789720,132.679560,143.046810
44800000,201.015040,154.629440,160.500680,138.858860,174.736140,147.494020,162.627940,170.598080,162.120580,171.336490,160.459970,127.585380,145.472410,131.696480,149.312300,141.504020,145.483840,151.091740,145.693860,152.737600,137.615620,123.667450,136.286270,126.593090,141.379360,136.002490,137.282370,146.381890,138.609310,146.887230,128.763490,121.570300,135.650320,126.306220,142.031530,137.199790,136.186630,144.392390,136.620560,144.445580,125.104200,120.402780,134.448040,126.504430,140.061360,136.701820,136.049590,146.111230,135.933250,146.840690
51200000,204.833070,161.740590,164.921350,142.564980,177.145150,151.362050,165.446400,175.006920,165.348400,175.464780,162.925730,128.648130,146.250570,132.179710,147.764130,142.972140,146.806870,152.538420,147.126910,153.755820,140.188310,124.519590,137.224840,127.553760,142.513900,136.859720,138.340460,146.951490,139.009700,147.086860,132.808460,122.405820,136.514180,127.007110,144.242650,138.817960,137.998680,146.905040,137.895300,147.117540,130.081640,121.336680,137.254440,127.937710,142.140010,138.120970,137.930780,148.050660,137.386900,148.160920
57600000,218.069230,170.429360,174.767330,147.386750,184.724860,155.596110,173.267830,182.047350,174.182130,181.163420,174.731540,135.127180,150.400320,135.958990,152.198250,148.418460,152.180870,157.246050,151.376070,158.573240,150.516650,129.474790,141.315190,131.310140,146.754360,141.757480,142.739120,152.320550,144.160500,152.255210,137.681060,126.219820,140.277890,133.575930,146.720770,141.226320,141.144100,149.610780,140.894750,150.121700,133.970240,126.247190,139.963920,131.405690,146.492740,142.619510,141.775500,152.089550,141.554930,155.428840
64000000,222.109370,173.001940,177.238670,151.711380,190.005560,159.224580,178.740110,186.144410,178.627000,186.584320,180.888540,138.973270,155.126740,139.871390,156.767390,150.044820,157.629980,159.926080,155.746510,163.028220,160.260950,134.307120,151.815660,135.589550,151.212900,144.613230,146.954180,155.544570,155.749450,157.121450,143.637290,129.606010,145.734970,133.226630,149.937090,144.168410,143.916910,152.678130,143.848280,155.564310,139.149570,130.012540,144.183530,134.500060,156.203700,145.870060,145.291480,156.702640,145.481390,157.202440
128000000,262.447760,202.010760,215.176150,179.816910,223.812490,188.725750,216.436990,223.765890,217.174620,223.759040,223.357540,175.532560,197.237940,175.655420,195.917170,186.949340,198.273180,200.362560,198.465200,202.234510,212.500630,170.387320,186.254950,172.238540,191.150710,181.360760,186.502240,196.406350,187.253120,197.478370,201.634090,167.879540,181.717320,170.169760,191.064750,183.301520,182.382720,193.305040,182.571620,193.185560,191.131650,169.734760,183.661090,173.837650,192.458830,185.555740,185.905250,198.660570,185.335020,198.650010
192000000,287.587080,216.273280,225.735690,191.236450,240.037180,200.674750,227.895560,238.433260,227.402670,238.159470,232.643840,188.811510,214.568760,187.784100,212.594810,199.833810,215.526130,216.949480,216.467050,217.984580,230.307290,183.397150,203.727070,185.358920,210.562390,195.022360,207.472650,212.578530,205.977350,213.028670,223.140160,182.060980,198.757630,184.723640,207.887540,197.656270,199.780670,210.453670,199.900870,210.517100,217.230740,182.573790,199.471680,187.155040,208.244300,200.040880,201.366560,213.705770,200.129350,214.033530
256000000,303.512260,228.039200,237.803980,199.961570,249.551030,208.591410,238.789620,248.435430,239.600740,249.473730,243.444470,198.893500,228.093670,196.308700,224.805950,209.349600,228.475300,228.662770,228.041070,230.896000,239.505340,193.140820,216.923950,193.549560,218.098220,203.920000,215.970470,224.532700,216.443250,224.559560,230.197430,188.502470,208.702050,192.772120,217.722620,205.321550,209.538360,220.255370,209.877280,219.806630,230.256040,190.315230,209.000810,194.382060,217.043630,208.383990,210.992960,223.397690,209.840600,224.696770
320000000,319.732200,237.516930,244.145160,207.038240,248.509600,216.849270,246.329440,251.354530,245.949510,252.488080,244.017770,204.238920,233.882020,201.605850,232.576320,215.008140,235.650500,236.304290,234.870400,237.686380,242.089930,197.976880,223.559370,199.743160,226.388280,210.874540,223.321740,232.640670,223.927240,231.854570,239.229470,195.130490,218.177640,198.532220,226.880500,212.650400,219.168260,228.781170,218.367220,227.761340,237.775910,195.764300,216.012260,200.946600,224.841830,214.106560,217.363920,231.640990,217.208420,231.745030
384000000,324.191650,242.662340,253.581780,212.627200,256.747400,219.322990,256.542890,253.725430,257.338010,253.599570,252.643860,209.920720,238.109020,204.197460,236.118440,217.951240,239.142360,241.223750,239.452650,243.324680,245.141460,202.403300,226.873870,201.383310,231.115340,213.303970,227.665530,235.907900,228.936250,235.749160,243.725760,198.524250,222.062580,201.964170,231.791070,216.211320,223.073440,233.369410,224.217910,233.602440,238.170150,198.873740,219.553490,204.068280,228.358830,216.806860,221.320640,235.123030,221.055860,234.988390
448000000,333.487850,246.422530,262.496970,217.622320,262.367610,225.402360,264.529510,262.626430,264.884430,263.674150,256.764830,212.405680,243.226300,206.934360,240.332210,221.199340,243.874700,245.086370,244.345430,246.320950,243.429350,203.384890,230.924780,204.577900,234.204480,215.720330,231.458890,239.903300,231.514430,240.912100,245.679510,201.238470,226.978150,205.042570,235.284370,218.957820,226.481180,236.941310,226.953190,237.067870,242.196630,201.419730,226.577250,206.809530,232.084790,220.443550,226.680810,238.141090,224.407370,239.057770
512000000,342.701680,252.125510,274.286390,223.426190,273.366170,229.410690,276.913170,273.399250,276.307640,274.441700,264.346360,220.356000,248.147720,209.819430,245.023760,224.295620,249.589320,249.981480,249.487500,251.996710,249.250020,209.034730,236.634580,207.490350,238.928940,219.215480,237.240280,245.058240,237.556620,246.131200,252.189550,205.975280,229.368250,208.526190,238.477040,221.531090,231.227270,241.345290,231.366640,241.089370,252.167440,204.886870,228.787080,210.277940,236.022930,223.093070,231.114600,243.323650,230.691450,244.701590
576000000,350.152360,253.062050,283.047350,226.848920,279.229560,231.879980,284.214890,279.884610,284.145830,280.269660,271.306300,224.901210,251.467790,213.787290,248.859280,226.856690,252.461170,253.719930,252.953680,256.614030,249.484150,212.555840,238.391910,210.967200,244.517720,221.857110,240.350690,249.192480,240.442490,250.269400,252.330500,206.106780,232.690550,209.424480,241.647400,224.762190,233.934180,244.018040,233.891950,245.518220,253.438940,207.523530,232.229270,211.999180,240.641650,226.303860,234.330520,247.044970,234.023520,251.669990
640000000,354.996000,260.967030,289.554510,232.036130,289.172680,238.042580,293.402720,288.814730,291.953660,289.521780,276.577690,225.904990,244.687320,211.766810,251.134220,228.599630,246.688350,256.177150,246.588500,257.303000,250.815640,212.997500,240.569760,211.129030,245.549840,222.743190,241.952310,250.373340,242.268730,251.850100,250.389150,207.540350,235.070940,211.434160,244.892120,225.992410,237.147920,247.625860,237.378750,247.471430,253.102270,205.382410,232.945440,212.427280,241.923650,226.552270,235.182690,248.520710,235.841670,249.526340
1280000000,394.941500,285.137100,336.571080,257.645940,334.084350,264.020720,337.222990,333.837240,338.336510,335.480860,324.209990,261.436550,266.868680,234.285880,270.520920,244.046800,268.332260,274.761070,268.264610,277.159890,292.178270,245.451620,259.392640,225.093170,264.800960,237.795630,261.365530,271.810410,260.985460,270.897500,275.402580,236.662290,254.117190,223.275680,264.248970,240.266730,255.598750,265.976290,255.136580,265.869690,265.403920,231.114040,251.994410,224.250670,259.642340,240.795160,253.737960,266.013850,254.238370,267.085160
1920000000,414.484360,299.204650,358.584310,273.054540,357.895660,277.669760,359.878050,354.956090,360.385610,355.753820,346.195370,276.098920,282.145020,241.061000,273.237290,252.142630,283.671910,277.788700,285.421200,280.415910,316.544900,258.331890,262.515550,231.283560,265.200600,242.444440,264.933330,271.398660,264.290820,272.395490,295.755650,247.262800,255.796050,227.332900,273.701120,246.764870,258.327340,276.608500,257.696780,276.275730,280.415200,243.524860,261.812610,233.029980,268.454650,247.569830,263.272620,275.468020,263.420610,277.236680
2560000000,426.114450,302.515770,373.238020,278.763350,371.271630,286.787470,374.519650,373.588830,374.855190,370.378600,359.765220,286.160420,301.405040,253.245730,288.386810,263.119780,302.867270,293.578010,303.135160,295.991320,331.023180,270.291870,270.035250,240.216280,280.512400,250.328900,271.517910,286.263290,272.424410,287.152770,313.700140,260.491430,268.196150,236.235300,278.756610,250.294570,268.971420,281.632210,269.196070,281.819930,299.437620,257.272300,266.210250,233.894630,273.603470,251.158490,267.959330,280.442100,267.733470,282.103370
3200000000,443.619870,315.256990,385.906510,290.855610,386.001310,300.322890,391.268760,383.339530,387.899180,383.437180,376.119140,297.161350,320.437310,264.378190,303.975830,273.693330,322.117730,309.518700,322.770730,312.620550,349.476210,281.054510,281.399580,250.092180,278.167190,256.579960,282.715760,283.648510,283.780050,284.757960,332.714240,273.389720,272.136800,244.694250,279.414660,255.621540,277.896550,283.286630,273.965880,281.832840,317.181220,265.538820,269.003750,239.653940,276.474150,254.032090,270.587360,282.589060,270.366310,283.962140
3840000000,448.434470,319.059370,390.534950,294.432080,390.712420,306.626440,392.149590,389.562850,392.666380,389.286950,378.455220,298.434470,324.867400,267.106840,311.068710,276.305890,326.656260,316.564600,327.378790,318.525580,351.742940,287.499620,289.844060,255.048660,288.208540,263.747160,290.284760,294.027190,291.040200,295.381100,336.159070,275.432760,272.572270,247.323080,279.507990,257.175280,274.315040,282.715150,274.072750,282.807720,321.853290,272.460760,268.025810,242.607940,280.866320,258.202060,270.226270,289.131670,269.862750,289.372850
